standardized_state,state_name,record_type,source_name,coverage_scope,refresh_date
GA,Georgia,DOC,Georgia Department Of Corrections,Meriwether,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Baldwin,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,Gwinnett,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,White,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Walker,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,Walker,2024-05-02
GA,Georgia,ARREST,Ga Arrest Log Arrest,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Muscogee,2024-05-02
GA,Georgia,ARREST,Buffalo County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Whitefield,2024-05-02
GA,Georgia,ARREST,Liberty County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,Serves 37 Counties,2024-05-02
GA,Georgia,COURT,Uncategorized,Charokee,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,Houston,2024-05-02
GA,Georgia,ARREST,Canyon County,STATEWIDE,2024-05-02
GA,Georgia,COURT,Uncategorized,Walton,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Heard,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,Cordele,2024-05-02
GA,Georgia,ARREST,Uncategorized,Floyd,2024-05-02
GA,Georgia,ARREST,Oakland County,STATEWIDE,2024-05-02
GA,Georgia,COURT,Bibb County Clerk Of Courts,Bibb,2024-05-02
GA,Georgia,ARREST,Muscogee County,STATEWIDE,2024-05-02
GA,Georgia,ARREST,Uncategorized,STATEWIDE,2024-05-02
GA,Georgia,ARREST,Chatham County Arrest,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Jefferson,2024-05-02
GA,Georgia,COURT,Uncategorized,Rockdale,2024-05-02
GA,Georgia,COURT,Uncategorized,Wayne,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Appling,2024-05-02
GA,Georgia,COURT,Uncategorized,Floyd,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Putnam,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Bartow,2024-05-02
GA,Georgia,ARREST,Effingham County,STATEWIDE,2024-05-02
GA,Georgia,ARREST,Michigan,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Randolph,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Mitchell,2024-05-02
GA,Georgia,ARREST,Lumpkin County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Upson,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,"Butts, Lamar & Monroe",2024-05-02
GA,Georgia,ARREST,Haralson County,STATEWIDE,2024-05-02
GA,Georgia,ARREST,Ware County,STATEWIDE,2024-05-02
GA,Georgia,ARREST,Franklin County,STATEWIDE,2024-05-02
GA,Georgia,ARREST,Guilford County,STATEWIDE,2024-05-02
GA,Georgia,COURT,Uncategorized,Decatur,2024-05-02
GA,Georgia,ARREST,Columbia County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Decatur,2024-05-02
GA,Georgia,COURT,Uncategorized,Cobb,2024-05-02
GA,Georgia,WARRANT,Ga Eastpoint Police Warrant,Fulton,2024-05-02
GA,Georgia,ARREST,Anoka County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Bibb,2024-05-02
GA,Georgia,COURT,Uncategorized,Macon,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Ben Hill,2024-05-02
GA,Georgia,COURT,Uncategorized,Fulton,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Haralson,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Jones,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,Haralson,2024-05-02
GA,Georgia,ARREST,Fulton County,Fulton,2024-05-02
GA,Georgia,COURT,Uncategorized,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,Mitchell,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,Baldwin,2024-05-02
GA,Georgia,ARREST,Tattnall County,STATEWIDE,2024-05-02
GA,Georgia,COURT,Clarke County Superior Court (Athens),STATEWIDE,2024-05-02
GA,Georgia,COURT,Calhoun County Clerk Of Courts,Calhoun,2024-05-02
GA,Georgia,COURT,Uncategorized,Spalding,2024-05-02
GA,Georgia,ARREST,Union County,STATEWIDE,2024-05-02
GA,Georgia,COURT,Uncategorized,Glynn,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Spalding,2024-05-02
GA,Georgia,ARREST,Decatur County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Mcduffie,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Laurens,2024-05-02
GA,Georgia,ARREST,Calloway County,STATEWIDE,2024-05-02
GA,Georgia,ARREST,Stearns County,STATEWIDE,2024-05-02
GA,Georgia,ARREST,Carroll County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,Spalding,2024-05-02
GA,Georgia,ARREST,Gilmer County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Evans,2024-05-02
GA,Georgia,COURT,Uncategorized,Gordon,2024-05-02
GA,Georgia,ARREST,Jackson County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Pickens,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Pierce,2024-05-02
GA,Georgia,COURT,Uncategorized,Burke,2024-05-02
GA,Georgia,ARREST,Montgomery County,STATEWIDE,2024-05-02
GA,Georgia,ARREST,Cobb County,Cobb,2024-05-02
GA,Georgia,ARREST,Comanche County,STATEWIDE,2024-05-02
GA,Georgia,COURT,Uncategorized,Warren,2024-05-02
GA,Georgia,ARREST,Upson County,STATEWIDE,2024-05-02
GA,Georgia,COURT,Uncategorized,Clarke,2024-05-02
GA,Georgia,COURT,Uncategorized,Dougherty,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Wayne,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Catoosa,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Peach,2024-05-02
GA,Georgia,COURT,Clayton County Clerk Of Courts,Clayton,2024-05-02
GA,Georgia,ARREST,Houston County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Turner,2024-05-02
GA,Georgia,COURT,Uncategorized,Carroll,2024-05-02
GA,Georgia,COURT,Uncategorized,Muscogee,2024-05-02
GA,Georgia,COURT,Burke County Clerk Of Courts,STATEWIDE,2024-08-23
GA,Georgia,ARREST,Pottawatomie County,STATEWIDE,2024-05-02
GA,Georgia,ARREST,Dekalb County,De Kalb,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Walton,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Lowndes,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Liberty,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,Forsyth,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Stephens,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Bryan,2024-05-02
GA,Georgia,ARREST,Clayton County,Clayton,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Camden,2024-05-02
GA,Georgia,ARREST,Paulding County,STATEWIDE,2024-05-02
GA,Georgia,COURT,Carter County Clerk Of Courts,Murray,2024-05-02
GA,Georgia,ARREST,Bulloch County,Bullouch,2024-05-02
GA,Georgia,ARREST,Henry County,STATEWIDE,2024-05-02
GA,Georgia,COURT,Oconee County Clerk Of Courts,STATEWIDE,2024-08-26
GA,Georgia,DOC,Georgia Department Of Corrections,Telfair,2024-05-02
GA,Georgia,ARREST,Twiggs County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Cherokee,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,Cherokee,2024-05-02
GA,Georgia,ARREST,Forsyth County,Forsyth,2024-05-02
GA,Georgia,COURT,Uncategorized,Ware,2024-05-02
GA,Georgia,ARREST,Catoosa County,STATEWIDE,2024-05-02
GA,Georgia,ARREST,Madison County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Columbia,2024-05-02
GA,Georgia,ARREST,Brantley County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Polk,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Worth,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,Berrien,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Berrien,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Forsyth,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Coffee,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Harris,2024-05-02
GA,Georgia,COURT,Uncategorized,Forsyth,2024-05-02
GA,Georgia,COURT,Uncategorized,Polk,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Ware,2024-05-02
GA,Georgia,ARREST,Champaign County,STATEWIDE,2024-05-02
GA,Georgia,ARREST,Oklahoma County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Parole,Ware,2024-05-02
GA,Georgia,ARREST,Clarke County,STATEWIDE,2024-05-02
GA,Georgia,COURT,Augusta Superior And State Courts,Richmond,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Early,2024-05-02
GA,Georgia,ARREST,Cooper County,STATEWIDE,2024-05-02
GA,Georgia,DOC,Georgia Department Of Corrections,Sumter,2024-05-02
HI,Hawaii,DOC,Hawaii Department Of Corrections,STATEWIDE,2024-05-02
HI,Hawaii,SOR,Hawaii Sex Offender Registry,STATEWIDE,2024-05-02
HI,Hawaii,WARRANT,Hi Hawaii Most Wanted,STATEWIDE,2024-05-02
HI,Hawaii,WARRANT,Hi Honolulu Fbi Most Wanted,STATEWIDE,2024-05-02
HI,Hawaii,SOR,Sex Offender Registry S2,STATEWIDE,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Jefferson,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Louisa,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Monroe,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Jefferson,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Union,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Tama,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Boone,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Hardin,2024-05-02
IA,Iowa,ARREST,Iowa County,STATEWIDE,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Cass,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Calhoun,2024-05-02
IA,Iowa,ARREST,Pottawattamie County,Pottawattamie,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Jones,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Van Buren,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Lucas,2024-05-02
IA,Iowa,WARRANT,Ia Storm Lake Most Wanted,STATEWIDE,2024-05-02
IA,Iowa,WARRANT,Ia Clinton Most Wanted,STATEWIDE,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Adair,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Cerro Gordo,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Fayette,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Hardin,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Wright,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Buchanan,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Union,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Scott,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Lyon,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Adams,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Franklin,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Lyon,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Montgomery,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Washington,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Pocahontas,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Adair,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Clarke,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Scott,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Allamakee,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Fayette,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Lucas,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Warren,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Dickinson,2024-05-02
IA,Iowa,ARREST,Johnson County,STATEWIDE,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Washington,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Mitchell,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Boone,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Clayton,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Plymouth,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Winnebago,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Buchanan,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Washinton,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Humboldt,2024-05-02
IA,Iowa,ARREST,Osceola County,STATEWIDE,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Des Moines,2024-05-02
IA,Iowa,ARREST,Clinton County,STATEWIDE,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Monona,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Hamilton,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Clay,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Tama,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Jasper,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Adams,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Sioux,2024-05-02
IA,Iowa,ARREST,Buena Vista County,Buena Vista,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Poweshiek,2024-05-02
IA,Iowa,ARREST,Cerro Gordo County,Cerro Gordo,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Floyd,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Jackson,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Lee,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Linn,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Guthrie,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Mahaska,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Marion,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Carroll,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Mahaska,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Shelby,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Mills,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Cherokee,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Des Moines,2024-05-02
IA,Iowa,ARREST,Sioux County,STATEWIDE,2024-05-02
IA,Iowa,ARREST,University Of Iowa Police Department,STATEWIDE,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Woodbury,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Palo Alto,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Winneshiek,2024-05-02
IA,Iowa,ARREST,Plymouth County,Plymouth,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Pottawattamie,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Cherokee,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Wapello,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Franklin,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Audubon,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Guthrie,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Johnson,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Madison,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Wright,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Hancock,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Emmet,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Muscatine,2024-05-02
IA,Iowa,ARREST,Cherokee County,Cherokee,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Allamakee,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Jones,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Pottawattamie,2024-05-02
IA,Iowa,WARRANT,Ia Cedar Rapids Most Wanted,STATEWIDE,2024-05-02
IA,Iowa,WARRANT,Ia Fayette County Warrants List,STATEWIDE,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Delaware,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Floyd,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Cedar,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Henry,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,STATEWIDE,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Greene,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Cerro Gordo,2024-05-02
IA,Iowa,ARREST,Uncategorized,STATEWIDE,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Emmet,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Wapello,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Monona,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Howard,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Franklin,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Monroe,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Johnson,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Warren,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Clay,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Hamilton,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Harrison,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Winnebago,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Hancock,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Mills,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Buena Vista,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Appanoose,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Clinton,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Chickasaw,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Linn,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Marion,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Greene,2024-05-02
IA,Iowa,WARRANT,Ia Council Bluffs Most Wanted,STATEWIDE,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Delaware,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Polk,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Cedar,2024-05-02
IA,Iowa,SOR,Iowa Sex Offender Registry,STATEWIDE,2024-05-02
IA,Iowa,SOR,Iowa Sex Offender Registry,STATEWIDE,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Henry,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Dubuque,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Butler,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Fremont,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Black Hawk,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Clayton,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Bremer,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Muscatine,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Webster,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,O'Brien,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Clinton,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Decatur,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Dallas,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Poweshiek,2024-05-02
IA,Iowa,WARRANT,Ia Cerro Gordo Most Wanted,STATEWIDE,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Buena Vista,2024-05-02
IA,Iowa,ARREST,Dallas County,STATEWIDE,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Dallas,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Black Hawk,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Ida,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Sioux,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Decatur,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Osceola,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Jackson,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Shelby,2024-05-02
IA,Iowa,ARREST,Story County,STATEWIDE,2024-05-02
IA,Iowa,ARREST,Hardin County,STATEWIDE,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Wayne,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Worth,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Dubuque,2024-05-02
IA,Iowa,ARREST,Appanoose County,STATEWIDE,2024-05-02
IA,Iowa,ARREST,Winnebago County,STATEWIDE,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Audubon,2024-05-02
IA,Iowa,ARREST,Fayette County,STATEWIDE,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Carroll,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Benton,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Lee,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Ida,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Appanoose,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Chickasaw,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Page,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Page,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Harrison,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Marshall,2024-05-02
IA,Iowa,WARRANT,Ia Outside Of Ia Most Wanted,STATEWIDE,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Grundy,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Bremer,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Davis,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Story,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Butler,2024-05-02
IA,Iowa,ARREST,Johnson County,Johnson,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Marshall,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Dickinson,2024-05-02
IA,Iowa,WARRANT,Ia Dallas County Warrant,Dallas,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Benton,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Plymouth,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Crawford,2024-05-02
IA,Iowa,ARREST,Woodbury County,STATEWIDE,2024-05-02
IA,Iowa,WARRANT,Ia Fayette County Warrants,STATEWIDE,2024-05-02
IA,Iowa,ARREST,Shelby County,STATEWIDE,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Winneshiek,2024-05-02
IA,Iowa,ARREST,Winneshiek County,STATEWIDE,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Story,2024-05-02
IA,Iowa,SOR,Sex Offender Registry S2,STATEWIDE,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Mitchelle,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Ringgold,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Grundy,2024-05-02
IA,Iowa,ARREST,Cerro Gordo County,STATEWIDE,2024-05-02
IA,Iowa,WARRANT,Ia Black Hawk Most Wanted,STATEWIDE,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Woodbury,2024-05-02
IA,Iowa,ARREST,Clay County,STATEWIDE,2024-05-02
IA,Iowa,ARREST,Crawford County,Crawford,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Montgomery,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Madison,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Webster,2024-05-02
IA,Iowa,WARRANT,Ia Scott County Most Wanted,STATEWIDE,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Clayton,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Howard,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Keokuk,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Polk,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Fremont,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Calhoun,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Jasper,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Taylor,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Clarke,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Sac,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Cass,2024-05-02
IA,Iowa,DOC,Iowa Department Of Corrections,Crawford,2024-05-02
IA,Iowa,COURT,Iowa Administrative Office Of The Courts,Kossuth,2024-05-02
GU,Guam,SOR,Guam Sex Offender Registry,STATEWIDE,2024-05-02
ID,Idaho,DOC,Id Dept Of Corrections,Shoshone,2024-05-02
