standardized_state,state_name,record_type,source_name,coverage_scope,refresh_date
MI,Michigan,ARREST,Lancaster County,STATEWIDE,2024-05-02
MI,Michigan,ARREST,Morgan County,STATEWIDE,2024-05-02
MI,Michigan,DOC,Michigan Department Of Corrections,Allegan,2024-05-02
MI,Michigan,ARREST,Dona Ana County,STATEWIDE,2024-05-02
MI,Michigan,ARREST,Buffalo County,STATEWIDE,2024-05-02
MI,Michigan,ARREST,Adams County,STATEWIDE,2024-05-02
MI,Michigan,ARREST,Wayne County,STATEWIDE,2024-05-02
MI,Michigan,ARREST,Isabella County,STATEWIDE,2024-05-02
MI,Michigan,DOC,Michigan Department Of Corrections,Jackson,2024-05-02
MI,Michigan,ARREST,Van Buren County,Van Buren,2024-05-02
MI,Michigan,SOR,Michigan Sex Offender Registry,Macomb,2024-05-02
MI,Michigan,ARREST,Huron County,STATEWIDE,2024-05-02
MI,Michigan,ARREST,Kalamazoo County,STATEWIDE,2024-05-02
MI,Michigan,ARREST,Rockland County,STATEWIDE,2024-05-02
MI,Michigan,DOC,Michigan Department Of Corrections,Calhoun,2024-05-02
MI,Michigan,ARREST,Mahoning County,STATEWIDE,2024-05-02
MI,Michigan,DOC,Michigan Department Of Corrections,Barry,2024-05-02
MI,Michigan,ARREST,Jackson County,STATEWIDE,2024-05-02
MI,Michigan,DOC,Michigan Department Of Corrections,Kalkaska,2024-05-02
MI,Michigan,ARREST,Madison County,STATEWIDE,2024-05-02
MI,Michigan,DOC,Michigan Department Of Corrections,Ogemaw,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Waseca,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Wadena,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Beltrami,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Winona,2024-05-02
MN,Minnesota,WARRANT,Mn Dakota Warrant,Dakota,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Becker,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Polk,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Marshall,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Nobles,2024-05-02
MN,Minnesota,ARREST,Yellow Medicine County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Otter Tail,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Jackson,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Rice,2024-05-02
MN,Minnesota,WARRANT,Mn Douglas Most Wanted,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Meeker,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Mcleod,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Washington,2024-05-02
MN,Minnesota,ARREST,Nobles County,STATEWIDE,2024-05-02
MN,Minnesota,ARREST,Waseca County,Waseca,2024-06-20
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Houston,2024-05-02
MN,Minnesota,ARREST,Anoka County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Murray,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Benton,2024-05-02
MN,Minnesota,ARREST,Goodhue County,Goodhue,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Douglas,2024-05-02
MN,Minnesota,ARREST,Morrison County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Cottonwood,2024-05-02
MN,Minnesota,ARREST,Aitkin County,Aitkin,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Olmsted,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Itasca,2024-05-02
MN,Minnesota,ARREST,Stearns County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Lincoln,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Pine,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Todd,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Chisago,2024-05-02
MN,Minnesota,ARREST,Uncategorized,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Wadena,2024-05-02
MN,Minnesota,COURT,Uncategorized,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Wabasha,2024-05-02
MN,Minnesota,ARREST,Crow Wing County,STATEWIDE,2024-05-02
MN,Minnesota,ARREST,Washington County,Washington,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Goodhue,2024-05-02
MN,Minnesota,ARREST,Renville County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Kanabec,2024-05-02
MN,Minnesota,ARREST,Hennepin County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Blue Earth,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Lac Qui Parle,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Dakota,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Watonwan,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Goodhue,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Morrison,2024-05-02
MN,Minnesota,ARREST,Olmsted County,Olmsted,2024-10-13
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Hennepin,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Clay,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Redwood,2024-05-02
MN,Minnesota,ARREST,Otter Tail County,STATEWIDE,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Hennepin,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Lyon,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Todd,2024-05-02
MN,Minnesota,ARREST,Mcleod County,STATEWIDE,2024-05-02
MN,Minnesota,ARREST,Blue Earth County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Becker,2024-05-02
MN,Minnesota,ARREST,Wadena County,STATEWIDE,2024-05-02
MN,Minnesota,ARREST,Mower County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Roseau,2024-05-02
MN,Minnesota,WARRANT,Mn Crow Wing Most County Wanted,STATEWIDE,2024-05-02
MN,Minnesota,ARREST,Waseca County,STATEWIDE,2024-05-02
MN,Minnesota,ARREST,Rice County,Rice,2024-05-02
MN,Minnesota,ARREST,Roseau County,STATEWIDE,2024-10-13
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Brown,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Mille Lacs,2024-05-02
MN,Minnesota,ARREST,Beltrami County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Dodge,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Carlton,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Mcleod,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Martin,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Cook,2024-05-02
MN,Minnesota,ARREST,Mille Lacs County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Pipestone,2024-05-02
MN,Minnesota,WARRANT,Mn Stearns Most Wanted,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Carver,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Kandiyohi,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Ramsey,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Koochiching,2024-05-02
MN,Minnesota,WARRANT,Mn Martin Most Wanted,STATEWIDE,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Steele,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Beltrami,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Morrison,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Aitkin,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,St. Louis,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Rice,2024-05-02
MN,Minnesota,ARREST,Lyon County,STATEWIDE,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Isanti,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Kanabec,2024-05-02
MN,Minnesota,WARRANT,Mn Dakota County Most Wanted,STATEWIDE,2024-05-02
MN,Minnesota,ARREST,Wadena County,Wadena,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Pine,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Rock,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Red Lake,2024-05-02
MN,Minnesota,ARREST,Steele County,Steele,2024-05-02
MN,Minnesota,ARREST,Goodhue County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Big Stone,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Crow Wing,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Martin,2024-05-02
MN,Minnesota,ARREST,Douglas County,Douglas,2024-05-02
MN,Minnesota,ARREST,Hubbard County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,St. Louis,2024-05-02
MN,Minnesota,ARREST,Statewide County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Freeborn,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Stearns,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Steele,2024-05-02
MN,Minnesota,ARREST,Swift County,STATEWIDE,2024-05-02
MN,Minnesota,WARRANT,Mn Dakota County Warrants,Dakota,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Wright,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Isanti,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Benton,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Aitkin,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Sherburne,2024-05-02
MN,Minnesota,WARRANT,Mn Hennepin County Most Wanted,STATEWIDE,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Carlton,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Sibley,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Crow Wing,2024-05-02
MN,Minnesota,WARRANT,Mn Goodhue County Warrant,Goodhue,2024-05-02
MN,Minnesota,WARRANT,Mn Olmsted Most Wanted,Olmsted,2024-05-02
MN,Minnesota,SOR,Sex Offender Registry S2,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Kittson,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Nobles,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Clay,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Redwood,2024-05-02
MN,Minnesota,ARREST,Ramsey County,Ramsey,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Kandiyohi,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Wright,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Mille Lacs,2024-05-02
MN,Minnesota,WARRANT,Mn Dodge County Most Wanted 1,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Norman,2024-05-02
MN,Minnesota,ARREST,Dakota County,STATEWIDE,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Nicollet,2024-05-02
MN,Minnesota,ARREST,Scott County,STATEWIDE,2024-05-02
MN,Minnesota,ARREST,Le Sueur County,STATEWIDE,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Carver,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Sherburne,2024-05-02
MN,Minnesota,WARRANT,Mn Cass County Warrant,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Lyon,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Stearns,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Pennington,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Mower,2024-05-02
MN,Minnesota,ARREST,Pipestone County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Mahnomen,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Yellow Medicine,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Mower,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Lake,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Ramsey,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Pope,2024-05-02
MN,Minnesota,WARRANT,Mn Dakota Warrant,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Anoka,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Itasca,2024-05-02
MN,Minnesota,ARREST,Olmsted County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Wilkin,2024-05-02
MN,Minnesota,ARREST,Benton County,STATEWIDE,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Douglas,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Renville,2024-05-02
MN,Minnesota,WARRANT,Mn Sherburne Most Wanted,STATEWIDE,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Hubbard,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Stevens,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Washington,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Chisago,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Cass,2024-05-02
MN,Minnesota,ARREST,Otter Tail County,Otter Tail,2024-05-02
MN,Minnesota,WARRANT,Mn Dodge County Most Wanted,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Grant,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Anoka,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Nicollet,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Meeker,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Le Sueur,2024-05-02
MN,Minnesota,ARREST,Isanti County,STATEWIDE,2024-05-02
MN,Minnesota,ARREST,Blue Earth County,Blue Earth,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Faribault,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Traverse,2024-05-02
MN,Minnesota,SOR,Minnesota Sex Offender Registry,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Swift,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Polk,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Cass,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Clearwater,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Mahnomen,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Dakota,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Fillmore,2024-05-02
MN,Minnesota,ARREST,Sherburne County,STATEWIDE,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Blue Earth,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Winona,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Lake Of The Woods,2024-05-02
MN,Minnesota,ARREST,Meeker County,STATEWIDE,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Freeborn,2024-05-02
MN,Minnesota,WARRANT,Mn Kandiyohi Most Wanted,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Hubbard,2024-05-02
MN,Minnesota,WARRANT,Mn Saint Paul Most Wanted,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Chippewa,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Olmsted,2024-05-02
MN,Minnesota,WARRANT,Mn Doc Most Wanted,STATEWIDE,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Otter Tail,2024-05-02
MN,Minnesota,DOC,Minnesota Department Of Corrections,Scott,2024-05-02
MN,Minnesota,ARREST,Faribault County,STATEWIDE,2024-05-02
MN,Minnesota,ARREST,Kandiyohi County,STATEWIDE,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Pennington,2024-05-02
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Scott,2024-05-02
MO,Missouri,ARREST,Stone County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Wayne County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Cooper County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Newton County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Cedar,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Christian,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Iron,2024-05-02
MO,Missouri,ARREST,Cole County,STATEWIDE,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Newton,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,De Kalb,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Dunklin,2024-05-02
MO,Missouri,ARREST,Johnson County,STATEWIDE,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Warren,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Clinton,2024-05-02
MO,Missouri,ARREST,Howell County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Clay,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Dent,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Marion,2024-05-02
MO,Missouri,ARREST,Moniteau County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Franklin,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Montgomery,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Camden,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Caldwell,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Pemiscot,2024-05-02
MO,Missouri,ARREST,Dade County,Dade,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Mississippi,2024-05-02
MO,Missouri,ARREST,Platte County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Vernon County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Scott,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Ralls,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Greene,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Lafayette,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Dallas,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Madison,2024-05-02
MO,Missouri,ARREST,Marion County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Morgan County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Cape Girardeau County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Bates County,STATEWIDE,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Cedar,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Linn,2024-05-02
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Cooper,2024-05-31
MO,Missouri,DOC,Missouri Department Of Corrections,Jackson,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Osage,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,New Madrid,2024-05-02
MO,Missouri,ARREST,New Madrid County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,St. Clair County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Platte,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Ripely,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Gasconade,2024-05-02
MO,Missouri,ARREST,Adair County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Miller,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Pike,2024-05-02
MO,Missouri,ARREST,Nodaway County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Hickory County,STATEWIDE,2024-05-02
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,St. Louis,2024-05-31
MO,Missouri,WARRANT,Mo Camdenton City Warrant,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Butler,2024-05-02
MO,Missouri,ARREST,Oregon County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Buchanan County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Polk,2024-05-02
MO,Missouri,WARRANT,Mo Ste Genevieve County Most Wanted,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Cole,2024-05-02
MO,Missouri,ARREST,Henry County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Pulaski County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Macon,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Webster,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Henry,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Jefferson,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Texas,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Bates,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Madrid,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Pettis,2024-05-02
MO,Missouri,ARREST,Wright County,STATEWIDE,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Clark,2024-05-02
MO,Missouri,ARREST,Madison County,STATEWIDE,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Lawrence,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Wright,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Saline,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Johnson,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,St. Charles,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Bates,2024-05-02
MO,Missouri,ARREST,Dallas County,STATEWIDE,2024-05-02
MO,Missouri,SOR,Sex Offender Registry S2,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Ste. Genevieve County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Phelps,2024-05-02
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Jasper,2024-05-31
MO,Missouri,WARRANT,Mo St Francois Most Wanted,STATEWIDE,2024-05-02
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Jackson,2024-05-31
MO,Missouri,WARRANT,Mo Marshall Most Wanted,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Saline County,STATEWIDE,2024-05-02
MO,Missouri,WARRANT,Mo Kansas City Most Wanted,STATEWIDE,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Franklin,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Chariton,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,St. Francois,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Ray,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Randolph,2024-05-02
MO,Missouri,WARRANT,Mo Boone County Warrant,STATEWIDE,2024-05-02
MO,Missouri,ARREST,St. Louis City County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Knox County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Holt,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Andrew,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Nodaway,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Henry,2024-05-02
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Cedar,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Howell,2024-05-02
MO,Missouri,ARREST,Atchison County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Lewis,2024-05-02
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Christian,2024-05-31
MO,Missouri,ARREST,Callaway County,STATEWIDE,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Adair,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Pulaski,2024-05-02
MO,Missouri,ARREST,Douglas County,STATEWIDE,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Taney,2024-05-02
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Jefferson,2024-05-31
MO,Missouri,ARREST,Missouri State Highway Patrol,Douglas,2024-05-02
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Buchanan,2024-05-31
MO,Missouri,ARREST,Missouri State Highway Patrol,Carter,2024-05-02
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Cole,2024-05-31
MO,Missouri,ARREST,Ray County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Uncategorized,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Warren,2024-05-02
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Scott,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Harrison,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Stoddard,2024-05-02
MO,Missouri,ARREST,Dent County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Clark,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Morgan,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Mcdonald,2024-05-02
MO,Missouri,ARREST,Chariton County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,St. Charles County,STATEWIDE,2024-05-02
MO,Missouri,WARRANT,Mo Camdenton City Most Wanted,STATEWIDE,2024-05-02
MO,Missouri,DOC,Missouri Department Of Corrections,Dent,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Dunklin,2024-05-02
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Louis,2024-05-31
MO,Missouri,ARREST,Barton County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,Christian County,STATEWIDE,2024-05-02
MO,Missouri,ARREST,St Francois County,St. Francois,2024-05-02
MO,Missouri,ARREST,Missouri State Highway Patrol,Wayne,2024-05-02
