State,Record Type,Source Name,Coverage Level,Last Refresh,Record Count
KY,Court,Green County District  Court,,2025-01-14 00:00:00,295
KY,Arrest,Hickman County,,2025-03-09 00:00:00,7329
KY,Court,Bell County District Court,,2024-05-02 00:00:00,2544
KY,Court,Bath County District Court,,2024-06-02 00:00:00,2349
KY,Court,Lawrence County District Court,,2025-02-14 00:00:00,3491
KY,Arrest,Boyle County,Boyle,2025-07-07 00:00:00,182814
KY,Court,Adair County District  Court,,2024-06-21 00:00:00,84
KY,Court,Casey County District  Court,,2025-01-14 00:00:00,541
KY,Court,Greenup County District Court,,2024-06-02 00:00:00,3896
KY,Court,Franklin County Circuit Court,,2024-06-02 00:00:00,3107
KY,Court,Breathitt County District  Court,,2025-01-14 00:00:00,93
KY,Court,Lincoln County Circuit Court,,2024-06-02 00:00:00,855
KY,Court,Bell County Circuit  Court,,2025-01-14 00:00:00,910
KY,Court,Breckinridge County Circuit Court,,2024-06-02 00:00:00,1633
KY,Arrest,Todd County,,2024-05-02 00:00:00,70
KY,DOC,Kentucky Department Of Corrections,Harlan,2024-05-02 00:00:00,1836
KY,Court,Ballard County District Court,,2025-02-14 00:00:00,1691
KY,Arrest,Larue County,Laurel,2025-07-07 00:00:00,55291
KY,Arrest,Kentucky Arrest,Hart County,2025-07-27 00:00:00,327
KY,Court,Bullitt County Circuit Court,Bullitt,2024-05-02 00:00:00,744
KY,Arrest,Arrest/Us/National/Arrests,Meade County,2025-08-04 00:00:00,24
KY,Warrant,Ky Crimestoppers Most Wanted,,2024-05-02 00:00:00,1007
KY,Court,Grant County Circuit  Court,,2025-01-14 00:00:00,405
KY,Court,Union County District Court,,2025-02-14 00:00:00,4057
KY,Arrest,Cumberland County,Cumberland,2024-05-02 00:00:00,40179
KY,Court,Cumberland County District Court,,2025-02-14 00:00:00,2264
KY,Arrest,Mcdonald County,,2024-05-02 00:00:00,1
KY,Court,Morgan County Circuit  Court,,2025-01-14 00:00:00,166
KY,Arrest,Kentucky Arrest,Rowan County,2025-07-27 00:00:00,467
KY,Court,Kenton County Circuit  Court,,2025-01-14 00:00:00,1893
KY,DOC,Kentucky Department Of Corrections,Pike,2024-05-02 00:00:00,1905
KY,Arrest,Kentucky Arrest,Mccracken County,2025-07-27 00:00:00,922
KY,Court,Clinton County District Court,,2025-02-14 00:00:00,4518
KY,Arrest,Kentucky Arrest,Boone County,2025-07-27 00:00:00,1731
KY,Court,Green County Circuit  Court,,2025-01-14 00:00:00,132
KY,Court,Livingston County District Court,,2025-02-14 00:00:00,2457
KY,Court,Anderson County District Court,,2025-02-14 00:00:00,4715
KY,Court,Elliott County District Court,,2025-02-14 00:00:00,907
KY,Court,Lincoln County District Court,Lincoln,2025-02-14 00:00:00,1423
KY,Court,Mason County District  Court,,2025-01-14 00:00:00,623
KY,Court,Bullitt County District Court,,2024-05-02 00:00:00,2458
KY,Court,Meade County District Court,,2025-02-14 00:00:00,4262
KY,Arrest,Arrest/Us/National/Arrests,Muhlenberg County,2025-08-04 00:00:00,41
KY,Arrest,Calloway County,,2024-05-02 00:00:00,824
KY,Court,Boyd County District Court,,2025-02-14 00:00:00,10730
KY,Court,Clinton County Circuit  Court,,2025-01-14 00:00:00,17
KY,Court,Shelby County Circuit  Court,,2025-01-14 00:00:00,705
KY,Court,Christian County Circuit  Court,,2025-01-14 00:00:00,495
KY,Arrest,Kentucky Arrest,Scott County,2025-07-27 00:00:00,743
KY,Arrest,Harrison County,Harrison,2024-05-02 00:00:00,1495
KY,Court,Henry County District Court,,2025-02-14 00:00:00,5754
KY,Court,Christian County District  Court,,2025-01-14 00:00:00,1350
KY,Court,Ohio County Circuit  Court,,2025-01-14 00:00:00,1060
KY,Court,Rowan County District Court,,2025-02-14 00:00:00,5999
KY,Arrest,Davies County,Daviess,2024-05-02 00:00:00,4661
KY,Court,Kenton County District Court,,2024-05-02 00:00:00,3772
KY,Arrest,Uncategorized,,2024-05-02 00:00:00,145555
KY,Court,Butler County Circuit  Court,,2025-01-14 00:00:00,501
KY,Court,Casey County Circuit  Court,,2025-01-14 00:00:00,198
KY,Court,Clark County District  Court,,2025-01-14 00:00:00,2325
KY,Court,Carlisle County Circuit Court,,2024-06-02 00:00:00,337
KY,Court,Casey County District Court,,2025-02-14 00:00:00,2312
KY,Arrest,Ohio County,,2024-05-02 00:00:00,867
KY,Court,Pulaski County District Court,,2025-02-14 00:00:00,12081
KY,Court,Powell County District Court,,2024-06-02 00:00:00,3452
KY,DOC,Kentucky Department Of Corrections,Madison,2024-05-02 00:00:00,2868
KY,Court,Fleming County Circuit  Court,,2025-01-14 00:00:00,51
KY,Arrest,Kentucky Arrest,,2025-05-15 00:00:00,19636
KY,Arrest,Kentucky Arrest,Adair County,2025-07-27 00:00:00,226
KY,Arrest,Kentucky Arrest,Ohio County,2025-07-27 00:00:00,227
KY,Arrest,Arrest/Us/National/Arrests,Harlan County,2025-08-04 00:00:00,54
KY,Court,Clay County Circuit Court,,2025-02-14 00:00:00,1053
KY,Court,Green County Circuit Court,,2024-06-02 00:00:00,785
KY,Court,Larue County Circuit Court,,2024-06-02 00:00:00,967
KY,Arrest,Dekalb County,,2024-05-02 00:00:00,1
KY,Court,Daviess County Circuit Court,,2024-05-02 00:00:00,2808
KY,Court,Jackson County District Court,,2025-02-14 00:00:00,3074
KY,Arrest,Woodford County,,2024-05-02 00:00:00,511
KY,Arrest,Ballard County,Ballard,2025-07-07 00:00:00,46303
KY,Court,Ballard County Circuit Court,,2025-02-14 00:00:00,799
KY,Court,Madison County Circuit  Court,,2025-01-14 00:00:00,338
KY,Court,Monroe County District  Court,,2025-01-14 00:00:00,87
KY,Court,Fleming County District  Court,,2025-01-14 00:00:00,189
KY,Court,Marshall County Circuit Court,,2024-06-02 00:00:00,2093
KY,Court,Garrard County District Court,,2025-02-14 00:00:00,4648
KY,Court,Clinton County District  Court,,2025-01-14 00:00:00,224
KY,Court,Jefferson County Circuit Court,Jefferson,2025-02-14 00:00:00,49355
KY,Court,Campbell County District  Court,,2025-01-14 00:00:00,1148
KY,Court,Bourbon County Circuit  Court,,2025-01-14 00:00:00,33
KY,Arrest,Kentucky Arrest,Russell County,2025-07-27 00:00:00,239
KY,Arrest,Arrest/Us/National/Arrests,Christian County,2025-08-04 00:00:00,181
KY,Arrest,City Of Louisville,,2024-05-02 00:00:00,4583
KY,Court,Bullitt County Circuit Court,,2025-02-14 00:00:00,3358
KY,Court,Grayson County Circuit Court,,2024-06-02 00:00:00,3086
KY,Arrest,Arrest/Us/National/Arrests,Oldham County,2025-08-04 00:00:00,89
KY,Court,Webster County Circuit  Court,,2025-01-14 00:00:00,41
KY,Arrest,Arrest/Us/National/Arrests,Shelby County,2025-08-04 00:00:00,80
KY,Arrest,Arrest/Us/National/Arrests,Woodford County,2025-08-04 00:00:00,30
KY,Arrest,Hopkins County,Hopkins,2025-07-07 00:00:00,144929
KY,Arrest,Bullitt County,,2024-05-02 00:00:00,266
KY,Court,Washington County District  Court,,2025-01-14 00:00:00,257
KY,Court,Laurel County District Court,,2025-02-14 00:00:00,16477
KY,Court,Montgomery County Circuit Court,,2024-06-02 00:00:00,3563
KY,Court,Anderson County Circuit Court,,2024-06-02 00:00:00,1167
KY,Court,Fleming County District Court,,2024-06-02 00:00:00,1709
KY,Court,Bullitt County District Court,Bullitt,2025-02-14 00:00:00,13842
KY,Court,Robertson County Circuit Court,,2024-06-02 00:00:00,131
KY,Arrest,Warren County,Warren,2025-07-07 00:00:00,208167
KY,Court,Muhlenberg County District Court,,2025-02-14 00:00:00,8245
KY,Arrest,Russell County,,2024-05-02 00:00:00,574
KY,Court,Pulaski County Circuit Court,,2025-02-14 00:00:00,3114
KY,DOC,Kentucky Department Of Corrections,Graves,2024-05-02 00:00:00,1024
KY,Court,Bell County Circuit Court,,2025-02-14 00:00:00,5411
KY,Arrest,Kenton County,Kenton,2025-07-07 00:00:00,697849
KY,Arrest,Powell County,,2024-05-02 00:00:00,476
KY,Court,Simpson County Circuit Court,Simpson,2024-05-02 00:00:00,876
KY,Court,Hart County Circuit Court,,2025-02-14 00:00:00,2074
KY,Court,Lee County District Court,,2024-06-02 00:00:00,2649
KY,Court,Henderson County Circuit Court,Henderson,2024-05-02 00:00:00,569
KY,Arrest,Daviess County,,2024-05-02 00:00:00,46
KY,Arrest,Pendleton County,,2025-07-07 00:00:00,15200
KY,Court,Calloway County District Court,,2025-02-14 00:00:00,7023
KY,Court,Clark County District Court,Clark,2024-05-02 00:00:00,1700
KY,Court,Russell County Circuit Court,,2025-02-14 00:00:00,1455
KY,Court,Washington County Circuit Court,,2024-06-02 00:00:00,1204
KY,Court,Hardin County District  Court,,2025-01-14 00:00:00,1683
KY,Court,Robertson County District  Court,,2025-01-14 00:00:00,18
KY,Arrest,Kentucky Arrest,Lee County,2025-07-27 00:00:00,481
KY,Court,Adair County District Court,,2025-02-14 00:00:00,5152
KY,Court,Mason County District Court,,2025-02-14 00:00:00,4438
KY,Arrest,Kentucky Arrest,Wayne County,2025-07-27 00:00:00,311
KY,Court,Boone County Circuit  Court,,2025-01-14 00:00:00,1370
KY,Arrest,Kentucky Arrest,Todd County,2025-07-27 00:00:00,132
KY,Arrest,Arrest/Us/National/Arrests,Russell County,2025-08-04 00:00:00,44
KY,Court,Hopkins County Circuit Court,,2025-02-14 00:00:00,4915
KY,Arrest,Bullitt County,Bullitt,2025-07-07 00:00:00,128531
KY,Arrest,Pulaski County,Pulaski,2025-07-07 00:00:00,274036
KY,Court,Adair County Circuit Court,,2024-06-02 00:00:00,2033
KY,Court,Greenup County Circuit Court,,2025-02-14 00:00:00,1266
KY,Arrest,Leslie County,Leslie,2025-07-07 00:00:00,45277
KY,Court,Lewis County Circuit  Court,,2024-12-09 00:00:00,34
KY,Court,Boyle County District  Court,,2025-01-14 00:00:00,1378
KY,Court,Lyon County District Court,,2025-02-14 00:00:00,5088
KY,Court,Simpson County District Court,,2025-02-14 00:00:00,8818
KY,Court,Trigg County Circuit  Court,,2025-01-14 00:00:00,139
KY,Arrest,Boyd County,,2024-05-02 00:00:00,971
KY,Court,Calloway County Circuit  Court,,2025-01-14 00:00:00,99
KY,Court,Carter County District  Court,,2025-01-14 00:00:00,149
KY,Court,Crittenden County District  Court,,2025-01-14 00:00:00,56
KY,Court,Clay County District  Court,,2025-01-14 00:00:00,1978
KY,DOC,Kentucky Department Of Corrections,,2025-02-28 12:29:07,80001
KY,Arrest,Kentucky Arrest,Johnson County,2025-07-27 00:00:00,621
KY,Court,Fayette County Circuit Court,,2024-06-02 00:00:00,14269
KY,Court,Lee County Circuit  Court,,2025-01-14 00:00:00,64
KY,Court,Fayette County District Court,,2024-05-02 00:00:00,7440
KY,Court,Todd County Circuit Court,,2025-02-14 00:00:00,635
KY,Arrest,Arrest/Us/National/Arrests,Johnson County,2025-08-04 00:00:00,47
KY,Arrest,Muhlenberg County,Muhlenberg,2025-07-07 00:00:00,26921
KY,Court,Henderson County District Court,Henderson,2025-02-14 00:00:00,3645
KY,Arrest,Arrest/Us/National/Arrests,Jackson County,2025-08-04 00:00:00,4
KY,Court,Butler County District  Court,,2025-01-14 00:00:00,79
KY,Arrest,Crittenden County,,2024-05-02 00:00:00,394
KY,Court,Morgan County District Court,,2024-06-02 00:00:00,1926
KY,Court,Perry County District  Court,,2025-01-14 00:00:00,863
KY,Court,Christian County District Court,,2024-05-02 00:00:00,3470
KY,Arrest,Henderson County,Henderson,2025-07-07 00:00:00,236465
KY,Court,Whitley County District Court,Whitley,2025-02-14 00:00:00,1796
KY,Court,Jefferson County Circuit Court,,2024-05-02 00:00:00,4943
KY,Court,Franklin County Circuit Court,Franklin,2024-05-02 00:00:00,659
KY,DOC,Kentucky Department Of Corrections,Nelson,2024-05-02 00:00:00,1752
KY,Arrest,Three Forks Detention Center,,2024-05-02 00:00:00,73542
KY,Arrest,Webster County,Webster,2025-07-07 00:00:00,60710
KY,Arrest,Caldwell County,,2025-07-07 00:00:00,2541
KY,Arrest,Scott County,,2024-05-02 00:00:00,809
KY,Arrest,Whitley County,Whitley,2025-07-07 00:00:00,139403
KY,Arrest,Logan County,Logan,2025-07-07 00:00:00,60594
KY,Arrest,Taylor County,,2024-05-02 00:00:00,570
KY,Arrest,Monroe County,,2024-05-02 00:00:00,77
KY,Court,Clark County Circuit  Court,,2025-01-14 00:00:00,354
KY,Court,Bell County District  Court,,2025-01-14 00:00:00,2297
KY,Court,Grant County District Court,Grant,2024-05-02 00:00:00,1256
KY,Court,Hardin County District Court,Hardin,2025-02-14 00:00:00,5130
KY,Court,Logan County Circuit  Court,,2025-01-14 00:00:00,919
KY,Court,Knox County District  Court,,2025-01-14 00:00:00,2041
KY,Court,Hancock County Circuit Court,,2024-06-02 00:00:00,557
KY,Court,Perry County Circuit  Court,,2025-01-14 00:00:00,838
KY,Court,Metcalfe County District Court,,2025-02-14 00:00:00,2242
KY,Court,Simpson County Circuit Court,,2024-06-02 00:00:00,4444
KY,DOC,Kentucky Department Of Corrections,Bullitt,2024-05-02 00:00:00,583
KY,Court,Warren County District Court,,2024-05-02 00:00:00,3884
KY,Court,Breathitt County Circuit  Court,,2025-01-14 00:00:00,53
KY,Arrest,Rockcastle County,Rockcastle,2025-07-07 00:00:00,68315
LA,Arrest,Assumption County,Assumption,2025-03-09 00:00:00,1791
LA,Arrest,Washington Parish,,2024-05-02 00:00:00,1023
LA,Arrest,Anoka County,,2024-05-02 00:00:00,1
LA,Arrest,Ville Platte Police Department,Evangeline,2024-05-02 00:00:00,1044
LA,Arrest,Louisiana Arrest,Ouachita Parish,2025-07-24 00:00:00,1446
LA,Arrest,Louisiana Arrest,Iberia Parish,2025-07-24 00:00:00,388
LA,Arrest,Opelousas Police Department,St. Landry,2024-05-02 00:00:00,2092
LA,Arrest,De Soto Parish,De Soto,2024-05-02 00:00:00,8760
LA,Arrest,Louisiana Arrest,Concordia Parish,2025-07-24 00:00:00,650
LA,Court,Uncategorized,,2024-05-02 00:00:00,9761
LA,Arrest,Louisiana Arrest,Jefferson Davis Parish,2025-07-24 00:00:00,145
LA,Arrest,Louisiana Arrest,Pointe Coupee Parish,2025-07-24 00:00:00,92
LA,Arrest,East Feliciana Parish,East Feliciana,2025-02-04 00:00:00,5740
LA,Arrest,West Baton Rouge Parish,West Baton Rough ,2025-07-07 00:00:00,434
LA,Arrest,St Tammany Parish,,2025-07-07 00:00:00,131487
LA,Arrest,Saint Charles Parish,,2024-05-02 00:00:00,2140
LA,Arrest,Madison Parish,,2025-07-07 00:00:00,399
LA,Arrest,St James Parish,,2025-07-07 00:00:00,2075
LA,Arrest,St Helena Parish,,2025-07-07 00:00:00,337
LA,Arrest,Red River Parish,,2024-05-02 00:00:00,29
LA,Arrest,St. James Parish County,St. James ,2025-03-09 00:00:00,47
LA,Arrest,Pointe Parish,,2024-05-02 00:00:00,97
LA,Arrest,Allen County,Allen,2025-03-09 00:00:00,1420
LA,Arrest,Harrison County,,2024-05-02 00:00:00,1
LA,Arrest,Santa Fe County,,2024-05-02 00:00:00,1
LA,Arrest,Louisiana Arrest,St. James Parish,2025-07-24 00:00:00,114
LA,Warrant,La Lafayette Warrant,Lafayette,2024-05-02 00:00:00,14967
LA,Arrest,Louisiana Arrest,Rapides Parish,2025-07-24 00:00:00,1548
LA,Arrest,Platte County,,2024-05-02 00:00:00,1
LA,Arrest,Red River Parish,Red River ,2025-07-07 00:00:00,92
LA,Arrest,Terrebonne Paris County,Terrebonne,2025-01-14 00:00:00,4454
LA,Arrest,Louisiana Arrest,Lafayette Parish,2025-07-24 00:00:00,1272
LA,Arrest,Louisiana Arrest,Caddo Parish,2025-07-27 00:00:00,1252
LA,Arrest,Point Coupee Parish,,2024-05-02 00:00:00,437
LA,Arrest,Cameron County,,2024-05-02 00:00:00,149
LA,DOC,Louisiana Department Of Corrections,St. Tammany,2024-05-02 00:00:00,1532
LA,Arrest,Louisiana Arrest,East Feliciana Parish,2025-07-24 00:00:00,138
LA,Arrest,Louisiana Arrest,Orleans Parish,2025-07-24 00:00:00,1934
LA,Arrest,Louisiana Arrest,Avoyelles Parish,2025-07-27 00:00:00,356
LA,Arrest,Louisiana Arrest,Red River Parish,2025-07-24 00:00:00,48
LA,Arrest,Ascension Parish County,,2025-03-09 00:00:00,5889
LA,Arrest,Louisiana Arrest,De Soto Parish,2025-07-24 00:00:00,179
LA,Arrest,Natchitoches Parish,,2025-02-04 00:00:00,102
LA,Arrest,Louisiana Arrest,Tangipahoa Parish,2025-07-24 00:00:00,716
LA,Arrest,Concordia Parish,,2024-05-02 00:00:00,117
LA,Arrest,Louisiana Arrest,Calcasieu Parish,2025-07-24 00:00:00,872
LA,Arrest,Louisiana Arrest,Washington Parish,2025-07-24 00:00:00,295
LA,Arrest,Sabine Parish,Sabine,2024-05-02 00:00:00,2092
LA,Arrest,Jefferson Davis Parish,,2025-07-07 00:00:00,22380
LA,Arrest,Calcasieu Parish,,2025-07-07 00:00:00,55374
LA,Court,East Baton Rouge Clerk Of Courts,East Baton Rouge,2024-05-02 00:00:00,8053
LA,Arrest,Lafourche Parish,,2025-07-07 00:00:00,91837
LA,Arrest,Uncategorized,Terrebonne,2024-05-02 00:00:00,1168
LA,Arrest,Livingston Parish,,2024-05-02 00:00:00,277
LA,Arrest,Orleans Parish County,Orleans,2025-03-09 00:00:00,17606
LA,Arrest,Saint Mary Parish,,2024-05-02 00:00:00,14866
LA,Arrest,Essex County,,2024-05-02 00:00:00,7
LA,DOC,Louisiana Department Of Corrections,Rapides,2024-05-02 00:00:00,951
LA,Arrest,East Feliciana Parish,East Feliciana ,2025-07-07 00:00:00,265
LA,Arrest,Louisiana Arrest,Lincoln Parish,2025-07-24 00:00:00,209
LA,Arrest,Plaquemines County,Plaquemines,2024-05-02 00:00:00,1255
LA,Arrest,St. Charles Par County,St. Charles,2025-01-14 00:00:00,3292
LA,Arrest,Tensas Parish,,2024-05-02 00:00:00,374
LA,Arrest,Red River County,,2024-05-02 00:00:00,49
LA,Arrest,Tulsa County,,2024-05-02 00:00:00,1
LA,Arrest,Winn Parish,,2024-05-02 00:00:00,55
LA,Warrant,La Ascension Parish Most Wanted,,2024-05-02 00:00:00,13
LA,Arrest,Louisiana Arrest,Vermilion Parish,2025-07-24 00:00:00,208
LA,Arrest,Bossier Parish,,2024-05-02 00:00:00,36800
LA,Arrest,Vernon Parish,,2025-07-07 00:00:00,2886
LA,Arrest,Catahoula Parish,Catahoula  ,2025-07-07 00:00:00,236
LA,Arrest,Louisiana Arrest,Beauregard Parish,2025-07-27 00:00:00,226
LA,Arrest,Jefferson Davis County,Jefferson Davis,2025-01-14 00:00:00,1914
LA,Arrest,Arrest/Us/National/Arrests,St. John The Baptist Parish,2025-08-04 00:00:00,53
LA,Arrest,Concordia Parish,Concordia,2025-02-04 00:00:00,7194
LA,Arrest,Bossier Parish,Bossier ,2025-07-07 00:00:00,3271
LA,Arrest,Bernalillo County,,2024-05-02 00:00:00,2
LA,Arrest,Lincoln Parish,Lincoln,2025-07-07 00:00:00,11617
LA,Arrest,Louisiana Arrest,Madison Parish,2025-07-24 00:00:00,57
LA,Arrest,Avoyelles Parish,,2024-05-02 00:00:00,249
LA,Arrest,Vermilion Parish,,2025-07-07 00:00:00,26161
LA,Arrest,Ascension Parish,Ascension ,2025-07-07 00:00:00,2397
LA,Warrant,La Baton Rouge City Court Warrants,East Baton Rough,2024-05-02 00:00:00,147957
LA,Arrest,St. James Parish,,2024-05-02 00:00:00,4
LA,Arrest,Catahoula Parish,Catahoula,2025-02-04 00:00:00,3935
LA,Arrest,Orleans Parish,,2025-07-07 00:00:00,360874
LA,Arrest,Saint James Parish,,2024-05-02 00:00:00,17792
LA,Arrest,Desoto Parish,,2025-07-07 00:00:00,4466
LA,Arrest,Oakland County,,2024-05-02 00:00:00,2
LA,Arrest,Louisiana Arrest,Evangeline Parish,2025-07-24 00:00:00,217
LA,Arrest,Arrest/Us/National/Arrests,Ascension Parish,2025-08-04 00:00:00,72
LA,Arrest,Arrest/Us/National/Arrests,Assumption Parish,2025-08-04 00:00:00,22
LA,Arrest,St Mary Parish,,2025-07-07 00:00:00,9658
LA,Arrest,Winn Parish,Winn,2025-07-07 00:00:00,3437
LA,DOC,Louisiana Department Of Corrections,Jefferson,2024-05-02 00:00:00,1546
LA,Arrest,Kenton County,,2025-02-24 00:00:00,3
LA,Arrest,St. Charles Par County,St. Charles ,2025-03-09 00:00:00,146
LA,Arrest,Louisiana Arrest,St. Mary Parish,2025-07-24 00:00:00,298
LA,Arrest,St. John The Baptist County,St. John The Baptist,2025-01-14 00:00:00,2190
LA,Arrest,Arrest/Us/National/Arrests,Lafourche Parish,2025-08-04 00:00:00,72
LA,Arrest,Arrest/Us/National/Arrests,St. James Parish,2025-08-04 00:00:00,7
LA,Arrest,Uncategorized,,2024-05-02 00:00:00,145584
LA,Arrest,Muskegon County,,2024-05-02 00:00:00,5
LA,Arrest,Rapides Parish,Rapides,2025-07-07 00:00:00,132131
LA,Arrest,Louisiana Arrest,Lasalle Parish,2025-07-24 00:00:00,123
LA,Warrant,La Bossier Parish Most Wanted,,2024-05-02 00:00:00,16
LA,Court,Bossier Parish - Historical Data,Bossier,2024-05-02 00:00:00,7423
LA,Arrest,Macomb County,,2024-05-02 00:00:00,1
LA,Arrest,Kandiyohi County,,2024-05-02 00:00:00,1
LA,Arrest,Arrest/Us/National/Arrests,Allen Parish,2025-08-04 00:00:00,12
LA,Arrest,Caldwell Parish,Caldwell,2024-05-02 00:00:00,3642
LA,Arrest,Terrebonne Paris County,Terrebonne ,2025-03-09 00:00:00,152
LA,Arrest,St. Tammany County,St. Tammany,2025-02-24 00:00:00,10523
LA,Arrest,Iberville Parish,Iberville,2025-07-07 00:00:00,17096
LA,Arrest,Jackson Parish,,2025-07-07 00:00:00,6753
LA,Arrest,Ouachita Parish County,Ouachita,2025-01-14 00:00:00,7062
LA,Arrest,West Feliciana Parish,West Felician,2024-05-02 00:00:00,2116
LA,Arrest,Cameron Parish,,2025-07-07 00:00:00,1703
LA,Arrest,Louisiana Arrest,Livingston Parish,2025-07-24 00:00:00,10157
LA,Arrest,Louisiana Arrest,Vernon Parish,2025-07-24 00:00:00,176
LA,Arrest,Washington Parish,Washington,2025-07-07 00:00:00,37507
LA,Arrest,Allen Parish,,2025-07-07 00:00:00,11602
LA,DOC,Louisiana Department Of Corrections,East Baton Rouge,2024-05-02 00:00:00,1298
LA,Arrest,Webster Parish,,2025-07-07 00:00:00,6625
LA,Arrest,Louisiana Arrest,Richland Parish,2025-07-24 00:00:00,132
LA,Arrest,St. John The Baptist County,St. John The Baptist ,2025-03-09 00:00:00,79
LA,Arrest,Hammond Police Department,Tangipahoa,2024-05-02 00:00:00,2845
LA,Court,Tammany Parish Court,St. Tammany,2024-05-02 00:00:00,131238
LA,Court,Tammany Parish Court,,2024-05-02 00:00:00,755
LA,Arrest,Tangipahoa Parish,Tangipahoa ,2025-07-07 00:00:00,2374
LA,Arrest,Louisiana Arrest,Terrebonne Parish,2025-07-24 00:00:00,367
LA,Arrest,Louisiana Arrest,St. Tammany Parish,2025-07-24 00:00:00,1181
LA,Arrest,Assumption Parish,,2025-07-07 00:00:00,13815
LA,Arrest,Louisiana Arrest,St. Charles Parish,2025-07-24 00:00:00,426
LA,Arrest,La Arrest Log Arrest,,2024-05-02 00:00:00,17
LA,Arrest,Hammond Police Department,,2024-05-02 00:00:00,99
LA,Arrest,Ouachita Parish County,Ouachita ,2025-03-09 00:00:00,259
LA,Arrest,East Baton Rouge Parish,,2025-07-07 00:00:00,122775
LA,Arrest,Louisiana Arrest,Bienville Parish,2025-07-27 00:00:00,76
LA,Arrest,Beauregard Parish,,2025-07-07 00:00:00,8708
LA,Arrest,West Baton Rouge Parish,,2024-05-02 00:00:00,241
LA,Arrest,Bossier Parish,Bossier,2025-02-04 00:00:00,118866
LA,Arrest,Acadia Parish,Acadia ,2025-07-07 00:00:00,1014
LA,Arrest,Acadia Parish,Acadia,2025-02-04 00:00:00,28427
LA,Arrest,Ascension Parish,,2024-05-02 00:00:00,749
LA,Arrest,Terrebonne Parish,,2025-07-07 00:00:00,60034
LA,Warrant,La Kenner Pd Most Wanted,,2024-05-02 00:00:00,66
LA,Arrest,Louisiana Arrest,Grant Parish,2025-07-24 00:00:00,188
LA,Arrest,Louisiana Arrest,St. Helena Parish,2025-07-24 00:00:00,37
LA,Arrest,Morehouse County,Morehouse,2024-05-02 00:00:00,1006
LA,Arrest,Kent County,,2024-05-02 00:00:00,2
LA,Arrest,Lafourche County,Lafourche,2025-03-09 00:00:00,2946
LA,Arrest,Bienville Parish,,2024-05-02 00:00:00,53
LA,Arrest,Bienville Parish,Bienville ,2025-07-07 00:00:00,124
LA,Arrest,Grant Parish,,2025-07-07 00:00:00,603
LA,Arrest,Livingston Parish,Livingston ,2025-07-07 00:00:00,3356
LA,Arrest,East Feliciana Parish,,2024-05-02 00:00:00,105
LA,DOC,Louisiana Department Of Corrections,Ouachita,2024-05-02 00:00:00,942
LA,Arrest,Acadia Parish,,2024-05-02 00:00:00,485
LA,Arrest,Louisiana Arrest,Natchitoches Parish,2025-06-26 00:00:00,2
LA,Arrest,Eddy County,,2024-05-02 00:00:00,1
LA,Arrest,Saint Charles Parish,St. Charles,2024-05-02 00:00:00,52677
LA,Arrest,Louisiana Arrest,East Baton Rouge Parish,2025-07-24 00:00:00,1700
LA,Arrest,Leesville Police Department,,2024-05-02 00:00:00,49
LA,Arrest,West Baton Rouge Parish,West Baton Rough,2025-02-04 00:00:00,13322
LA,Arrest,Louisiana Arrest,St. Landry Parish,2025-07-24 00:00:00,292
LA,Arrest,Lincoln Parish,,2024-05-02 00:00:00,147
LA,Arrest,Iberville Parish,,2024-05-02 00:00:00,189
LA,Arrest,Vermilion Parish County,Vermilion,2024-07-30 00:00:00,330
LA,Arrest,Richland Parish,,2024-05-02 00:00:00,270
LA,Court,Caddo Parish - Historical Data,Caddo,2024-05-02 00:00:00,2130
LA,Arrest,Stone County,,2024-05-02 00:00:00,1
LA,SOR,Louisiana Sex Offender Registry,,2025-03-02 04:25:23,13344
LA,Arrest,Tangipahoa Parish,,2024-05-02 00:00:00,506
LA,Arrest,Bienville Parish,Bienville,2025-02-04 00:00:00,2611
LA,SOR,Louisiana Sex Offender Registry,,2025-07-28 00:00:00,14202
LA,Arrest,Jackson County,,2024-05-02 00:00:00,1
LA,Arrest,Saint John The Baptist Parish,,2024-05-02 00:00:00,60525
LA,Arrest,Livingston Parish,Livingston,2025-02-04 00:00:00,52043
LA,Arrest,Kinder Police Department,,2024-05-02 00:00:00,238
LA,Arrest,Louisiana Arrest,St. John The Baptist Parish,2025-07-24 00:00:00,341
LA,Arrest,Avoyelles Parish,Avoyelles,2025-07-07 00:00:00,23319
LA,Arrest,Ascension Parish,Ascension,2025-02-04 00:00:00,74740
LA,Arrest,West Carroll Parish,,2024-05-02 00:00:00,693
LA,Arrest,Red River Parish,Red River,2025-02-04 00:00:00,1647
LA,Arrest,St John The Baptist Parish,,2025-07-07 00:00:00,9396
LA,Warrant,La Terrebonne Parish Most Wanted,,2024-05-02 00:00:00,69
LA,Arrest,Arrest/Us/National/Arrests,Ouachita Parish,2025-08-04 00:00:00,124
LA,Arrest,Ouachita Parish,,2025-07-07 00:00:00,220165
LA,Arrest,Louisiana Arrest,West Baton Rouge Parish,2025-07-24 00:00:00,265
LA,Arrest,Evangeline Parish,,2025-07-07 00:00:00,5503
LA,Arrest,Richland Parish,Richland,2025-02-04 00:00:00,16738
LA,Warrant,La Saint James Parish Most Wanted,,2024-05-02 00:00:00,9
LA,Arrest,Lafayette Parish,,2025-07-07 00:00:00,291600
LA,Arrest,Rapides Parish,,2024-05-02 00:00:00,787
