State,Record Type,Source Name,Coverage Level,Last Refresh,Record Count
IL,Arrest,Illinois Arrest,Stephenson County,2025-07-24 00:00:00,228
IL,Arrest,Arrest/Us/National/Arrests,Kendall County,2025-08-04 00:00:00,73
IL,Court,Sangamon County Clerk Of Courts,,2025-04-29 00:00:00,36181
IL,Court,Pope County Clerk Of Courts,,2025-07-16 00:00:00,7532
IL,Arrest,Madison County,,2025-07-07 00:00:00,8842
IL,DOC,Illinois Department Of Corrections,Fayette,2024-05-02 00:00:00,1660
IL,Arrest,Douglas County,,2025-07-07 00:00:00,801
IL,Arrest,Hancock County,,2024-05-02 00:00:00,1
IL,Arrest,Morgan County,,2024-05-02 00:00:00,2
IL,Court,Jasper County Clerk Of Courts,,2025-07-16 00:00:00,11423
IL,Arrest,Lancaster County,,2024-05-02 00:00:00,2
IL,Court,Schuyler County Clerk Of Courts,,2025-07-16 00:00:00,15250
IL,Arrest,Illinois Arrest,Williamson County,2025-07-24 00:00:00,780
IL,Court,Cook County Clerk Of Courts,Cook,2024-05-02 00:00:00,543134
IL,DOC,Illinois Department Of Corrections,Fulton,2024-05-02 00:00:00,1205
IL,Arrest,Duval County,,2025-03-09 00:00:00,5
IL,Arrest,Allen County,,2024-05-02 00:00:00,15
IL,Arrest,Isabella County,,2024-05-02 00:00:00,5
IL,Arrest,Chautauqua County,,2024-05-02 00:00:00,1
IL,Court,Franklin County Clerk Of Courts,Franklin,2025-07-16 00:00:00,71562
IL,Arrest,Henderson County,,2024-05-02 00:00:00,16
IL,Court,Carroll County Clerk Of Courts,Carroll,2025-01-14 00:00:00,25835
IL,Court,Greene County Clerk Of Courts,Greene,2025-07-16 00:00:00,20138
IL,Court,Hamilton County Clerk Of Courts,Hamilton,2025-03-13 00:00:00,9252
IL,Arrest,Arrest/Us/National/Arrests,Dupage County,2025-08-04 00:00:00,213
IL,DOC,Murder And Violent Offender Against Youth Registry,,2024-05-02 00:00:00,18225
IL,DOC,Illinois Department Of Corrections,Kankakee,2024-05-02 00:00:00,5819
IL,DOC,Illinois Department Of Corrections,Kendall,2024-05-02 00:00:00,2690
IL,DOC,Illinois Department Of Corrections,Carroll,2024-05-02 00:00:00,573
IL,Arrest,Midland County,,2024-05-02 00:00:00,11
IL,Court,Mercer County Clerk Of Courts,Mercer,2025-07-16 00:00:00,17088
IL,Arrest,Dupage County Clerk Of Courts,,2025-07-07 00:00:00,185167
IL,Arrest,Illinois Arrest,Perry County,2025-07-24 00:00:00,141
IL,Arrest,Athens County,,2024-05-02 00:00:00,5
IL,Arrest,Mcleod County,,2024-05-02 00:00:00,9
IL,Arrest,Curry County,,2024-05-02 00:00:00,11
IL,Arrest,Lyon County,,2024-05-02 00:00:00,9
IL,Arrest,Pottawatomie County,,2024-05-02 00:00:00,12
IL,Arrest,Crow Wing County,,2024-05-02 00:00:00,20
IL,Arrest,Rockcastle County,,2024-05-02 00:00:00,1
IL,Court,Christian Clerk Of Courts,Christian,2024-05-02 00:00:00,9397
IL,Court,Illinois Administrative Office Of The Courts,Will,2024-05-02 00:00:00,50418
IL,DOC,Illinois Department Of Corrections,,2024-05-02 00:00:00,7686388
IL,Arrest,Tunica County,,2024-05-02 00:00:00,5
IL,DOC,Illinois Department Of Corrections,Effingham,2024-05-02 00:00:00,1266
IL,Arrest,Jones County,,2024-05-02 00:00:00,4
IL,Court,Jefferson County Clerk Of Courts,Jefferson,2025-07-16 00:00:00,76300
IL,SOR,Illinois Non-Verified Child S,,2024-05-02 00:00:00,1873
IL,Arrest,Greene County,,2024-05-02 00:00:00,14
IL,Arrest,Dakota County,,2024-05-02 00:00:00,40
IL,Court,Dewitt County Clerk Of Courts,De Witt,2025-07-16 00:00:00,27167
IL,Court,Johnson County Clerk Of Courts,Johnson,2025-07-16 00:00:00,49562
IL,Arrest,Hart County,,2024-05-02 00:00:00,11
IL,Arrest,Niagara County,,2024-05-02 00:00:00,21
IL,Arrest,Lake County,Lake,2025-07-07 00:00:00,115632
IL,Arrest,Marion County,,2025-07-07 00:00:00,1860
IL,Court,Menard County Clerk Of Courts,,2025-07-16 00:00:00,9813
IL,Arrest,Alachua County,,2025-03-09 00:00:00,1
IL,Arrest,Dorchester County,,2024-05-02 00:00:00,4
IL,Court,Vermilion County Clerk Of Courts,Vermilion,2024-05-02 00:00:00,4820
IL,Arrest,Rowan County,,2024-05-02 00:00:00,5
IL,Court,Illinois Administrative Office Of The Courts,Cook,2024-05-02 00:00:00,2058
IL,Arrest,Beltrami County,,2024-05-02 00:00:00,8
IL,Arrest,Harrison County,,2024-05-02 00:00:00,1
IL,Court,Moultrie County Clerk Of Courts,Moultrie,2025-07-16 00:00:00,19234
IL,Court,Wabash County Clerk Of Courts,,2025-07-16 00:00:00,13465
IL,Court,Kanakee County Clerk Of Courts,Kankakee,2025-02-14 00:00:00,33286
IL,Court,Dupage County Clerk Of Courts,,2024-05-02 00:00:00,32115
IL,Arrest,Nobles County,,2024-05-02 00:00:00,9
IL,Arrest,Pitt County,,2024-05-02 00:00:00,8
IL,Court,Coles County Clerk Of Courts,Coles,2025-07-16 00:00:00,97470
IL,Arrest,Crawford County,,2025-07-07 00:00:00,2015
IL,Arrest,Waseca County,,2024-05-02 00:00:00,1
IL,Arrest,Santa Fe County,,2024-05-02 00:00:00,25
IL,Court,Bureau County Clerk Of Courts,Bureau,2025-07-16 00:00:00,37686
IL,Arrest,Oldham County,,2024-05-02 00:00:00,6
IL,Arrest,Bates County,,2024-05-02 00:00:00,4
IL,Arrest,Assumption County,,2024-05-02 00:00:00,21
IL,Arrest,Kentucky,,2024-05-02 00:00:00,6
IL,Court,Perry County Clerk Of Courts,Perry,2025-07-16 00:00:00,29292
IL,DOC,Illinois Department Of Corrections,St. Clair,2024-05-02 00:00:00,12744
IL,Arrest,Forrest County,,2024-05-02 00:00:00,8
IL,DOC,Illinois Department Of Corrections,Union,2024-05-02 00:00:00,697
IL,Arrest,Belknap County,,2024-05-02 00:00:00,6
IL,Arrest,Kansas,,2024-05-02 00:00:00,23
IL,Arrest,Clay County,,2025-07-07 00:00:00,391
IL,Court,Ford County Clerk Of Courts,Ford,2025-07-16 00:00:00,18131
IL,Court,Shelby County Clerk Of Courts,Shelby,2025-07-16 00:00:00,19697
IL,Arrest,Il Arrest Log Arrest,,2024-05-02 00:00:00,2
IL,Arrest,Illinois Arrest,Fayette County,2025-07-24 00:00:00,169
IL,Arrest,Illinois Arrest,Richland County,2025-07-24 00:00:00,111
IL,DOC,Illinois Department Of Corrections,Woodford,2024-05-02 00:00:00,1223
IL,Arrest,Illinois Arrest,Lee County,2025-07-24 00:00:00,129
IL,Arrest,Jersey County,,2025-07-07 00:00:00,662
IL,Arrest,Comanche County,,2024-05-02 00:00:00,17
IL,Arrest,Muhlenberg County,,2024-05-02 00:00:00,2
IL,Arrest,Mason County,,2024-05-02 00:00:00,1
IL,Arrest,Ottawa County,,2024-05-02 00:00:00,1
IL,DOC,Illinois Department Of Corrections,Will,2024-05-02 00:00:00,19767
IL,Arrest,Yazoo County,,2024-05-02 00:00:00,4
IL,DOC,Illinois Department Of Corrections,Lake,2024-05-02 00:00:00,18626
IL,Arrest,Arrest/Us/National/Arrests,Macon County,2025-08-04 00:00:00,97
IL,Court,Uncategorized,,2024-05-02 00:00:00,11234
IL,Court,Livingston County Clerk Of Courts,Livingston,2025-07-16 00:00:00,79150
IL,Arrest,Illinois Arrest,Mchenry County,2025-07-24 00:00:00,913
IL,Arrest,Illinois Arrest,Will County,2025-07-24 00:00:00,1594
IL,Arrest,Pike County,,2024-05-02 00:00:00,7
IL,Arrest,Peoria County,Peoria,2025-07-07 00:00:00,63238
IL,Arrest,Sherburne County,,2024-05-02 00:00:00,9
IL,DOC,Illinois Department Of Corrections,Marion,2024-05-02 00:00:00,3625
IL,DOC,Illinois Department Of Corrections,Winnebago,2024-05-02 00:00:00,16068
IL,Arrest,Perry County,,2025-07-07 00:00:00,1140
IL,Arrest,Whitley County,,2024-05-02 00:00:00,1
IL,Arrest,Cook County,,2024-05-02 00:00:00,493
IL,Arrest,Lincoln County,,2024-05-02 00:00:00,14
IL,Court,Edwards County Clerk Of Courts,,2025-07-16 00:00:00,7498
IL,Arrest,Socorro County,,2024-05-02 00:00:00,7
IL,Arrest,Baldwin County,,2025-03-09 00:00:00,3
IL,Arrest,Franklin County,,2025-07-07 00:00:00,2657
IL,Arrest,Illinois Arrest,Macon County,2025-07-24 00:00:00,877
IL,Arrest,Illinois Arrest,Franklin County,2025-07-24 00:00:00,254
IL,Arrest,Cook County,Cook,2025-07-07 00:00:00,437434
IL,Arrest,Richland County,Richland,2025-07-07 00:00:00,2780
IL,Court,Stark County Clerk Of Courts,Stark,2024-05-02 00:00:00,2737
IL,Court,Cumberland County Clerk Of Courts,Cumberland,2025-07-16 00:00:00,21893
IL,Arrest,Rio Arriba County,,2024-05-02 00:00:00,10
IL,Arrest,Chicago Police Department,,2025-02-14 00:00:00,44775
IL,DOC,Illinois Department Of Corrections,Montgomery,2024-05-02 00:00:00,2344
IL,Arrest,Forsyth County,,2024-05-02 00:00:00,12
IL,Warrant,Il Chicago Most Wanted,,2024-05-02 00:00:00,22
IL,Arrest,White County,White ,2025-07-07 00:00:00,217
IL,DOC,Illinois Department Of Corrections,Champaign,2024-05-02 00:00:00,11295
IL,Arrest,Illinois Arrest,White County,2025-07-24 00:00:00,141
IL,Arrest,St. Clair County,St. Clair,2025-02-24 00:00:00,11851
IL,Court,Williamson County Clerk Of Courts,Williamson,2025-07-16 00:00:00,196458
IL,DOC,Illinois Department Of Corrections,White,2024-05-02 00:00:00,969
IL,Arrest,Lafourche County,,2024-05-02 00:00:00,6
IL,Arrest,Chicago Police Department,Cook,2024-05-02 00:00:00,277364
IL,Arrest,Illinois Arrest,Mclean County,2025-07-24 00:00:00,847
IL,Arrest,Illinois Arrest,Douglas County,2025-07-24 00:00:00,76
IL,Arrest,Webster County,,2024-05-02 00:00:00,15
IL,Court,Scott County Clerk Of Courts,Scott,2024-05-02 00:00:00,2557
IL,DOC,Illinois Department Of Corrections,Wayne,2024-05-02 00:00:00,687
IL,Arrest,Barren County,,2024-05-02 00:00:00,8
IL,Court,Jo Daviess County Clerk Of Courts,Jo Daviess,2025-07-16 00:00:00,46062
IL,Court,Knox County Clerk Of Courts,Knox,2025-07-16 00:00:00,75286
IL,Arrest,Illinois Arrest,Coles County,2025-07-24 00:00:00,268
IL,Arrest,Casey County,,2024-05-02 00:00:00,8
IL,Arrest,Illinois Arrest,Jefferson County,2025-07-24 00:00:00,328
IL,Arrest,Desoto County,,2024-05-02 00:00:00,19
IL,Arrest,Hamilton County,,2024-05-02 00:00:00,2
IL,SOR,Sex Offender Registry S2,,2024-05-02 00:00:00,33682
IL,Arrest,Atchison County,,2024-05-02 00:00:00,5
IL,Court,Warren County Clerk Of Courts,Warren,2025-07-16 00:00:00,31037
IL,Arrest,Illinois Arrest,Kankakee County,2025-07-24 00:00:00,557
IL,Arrest,Hillsborough County,,2025-03-09 00:00:00,9
IL,Arrest,Knox County,,2025-07-07 00:00:00,2456
IL,Court,Brown County Clerk Of Courts,Brown,2024-05-02 00:00:00,2248
IL,Court,Iroquois County Clerk Of Courts,Iroquois,2025-07-16 00:00:00,62711
IL,Court,Edwards County Clerk Of Courts,Edwards,2024-05-02 00:00:00,2448
IL,DOC,Illinois Department Of Corrections,Mason,2024-05-02 00:00:00,778
IL,Arrest,Winnebago County,,2024-05-02 00:00:00,206
IL,Arrest,Jasper County,Jasper,2024-05-02 00:00:00,1310
IL,DOC,Illinois Department Of Corrections,Richland,2024-05-02 00:00:00,803
IL,Arrest,Stephenson County,Stephenson,2025-07-07 00:00:00,4823
IL,Court,Putnam County Clerk Of Courts,Putnam,2024-05-02 00:00:00,2472
IL,Warrant,Il Dupage-Dumeg Most Wanted,,2024-05-02 00:00:00,4
IL,Arrest,Carter County,,2024-05-02 00:00:00,7
IL,Arrest,Ravalli County,,2024-05-02 00:00:00,1
IL,Arrest,Cabarrus County,,2024-05-02 00:00:00,6
IL,DOC,Illinois Department Of Corrections,Bond,2024-05-02 00:00:00,728
IL,Court,Henry County Clerk Of Courts,Henry,2025-07-16 00:00:00,94342
IL,Arrest,Brunswick County,,2024-05-02 00:00:00,10
IL,Arrest,Macomb County,,2024-05-02 00:00:00,34
IL,DOC,Illinois Department Of Corrections,Christian,2024-05-02 00:00:00,1915
IL,DOC,Illinois Department Of Corrections,Johnson,2024-05-02 00:00:00,1153
IL,Arrest,Illinois Arrest,Bureau County,2025-07-24 00:00:00,83
IL,Court,Clinton County Clerk Of Courts,Clinton,2025-07-16 00:00:00,36166
IL,DOC,Illinois Department Of Corrections,Jersey,2024-05-02 00:00:00,1103
IL,Arrest,Coles County,,2025-07-07 00:00:00,2749
IL,Arrest,Muskegon County,,2024-05-02 00:00:00,16
IL,Arrest,Illinois Arrest,Cook County,2025-07-24 00:00:00,194
IL,Arrest,Gaston County,,2024-05-02 00:00:00,1
IL,Arrest,Graves County,,2024-05-02 00:00:00,9
IL,Court,Alexander County Clerk Of Courts,Alexander,2025-07-16 00:00:00,56066
IL,Court,Uncategorized,Cook,2024-05-02 00:00:00,9004
IL,Arrest,Morrison County,,2024-05-02 00:00:00,2
IL,Arrest,Wabash County,,2025-03-09 00:00:00,201
IL,Arrest,Bay County,,2025-03-09 00:00:00,3
IL,Arrest,Illinois Arrest,Clinton County,2025-07-24 00:00:00,197
IL,Arrest,Jefferson County,,2025-07-07 00:00:00,3582
IL,Arrest,Renville County,,2024-05-02 00:00:00,3
IL,Court,Washington County Clerk Of Courts,Washington,2025-07-16 00:00:00,26982
IL,Arrest,Wake County,,2024-05-02 00:00:00,16
IL,Arrest,St. Mary County,,2024-05-02 00:00:00,9
IL,DOC,Illinois Department Of Corrections,Mcdonough,2024-05-02 00:00:00,926
IL,Warrant,Il Crawford County Warrant,Crawford,2024-05-02 00:00:00,1338
IL,Warrant,Il Peoria Most Wanted,,2024-05-02 00:00:00,47
IL,Arrest,Grayson County,,2024-05-02 00:00:00,7
IL,Arrest,Volusia County,,2025-03-09 00:00:00,2
IL,Arrest,Kane County,Kane,2025-07-16 00:00:00,174833
IL,Court,Tazewell County Clerk Of Courts,Tazewell,2024-05-02 00:00:00,6330
IL,Arrest,Mcpherson County,,2024-05-02 00:00:00,1
IL,DOC,Illinois Department Of Corrections,Henry,2024-05-02 00:00:00,3380
IL,Arrest,Christian County,,2025-07-07 00:00:00,1291
IL,SOR,Illinois Non-Verified Adult S,,2024-05-02 00:00:00,631
IL,Arrest,Dade County,,2025-03-09 00:00:00,1
IL,Arrest,Harlan County,,2024-05-02 00:00:00,6
IL,Arrest,Champaign County,Champaign,2025-07-07 00:00:00,78219
IL,Arrest,Pima County,,2025-03-09 00:00:00,3
IL,Arrest,Randolph County,,2025-07-07 00:00:00,1105
IL,Arrest,Illinois Arrest,Knox County,2025-07-24 00:00:00,299
IL,Arrest,Illinois Arrest,Massac County,2025-07-24 00:00:00,137
IL,Warrant,Il White Most Wanted,,2024-05-02 00:00:00,15
IL,Arrest,Illinois Arrest,Dekalb County,2025-07-24 00:00:00,395
IL,Court,Marshalj,,2025-07-16 00:00:00,387
IL,Arrest,La Salle County,,2025-07-07 00:00:00,5205
IL,Arrest,Escambia County,,2025-03-09 00:00:00,2
IL,Court,Christian County Clerk Of Courts,Christian,2025-07-16 00:00:00,39238
IL,Court,White County Clerk Of Courts,White ,2025-07-16 00:00:00,1002
IL,Arrest,Kenton County,,2024-05-02 00:00:00,34
IL,Arrest,Shelby County,,2024-05-02 00:00:00,7
IL,Arrest,Laurel County,,2024-05-02 00:00:00,37
IL,Court,Douglas County Clerk Of Courts,Douglas,2025-07-16 00:00:00,35543
IL,Court,Massac County Clerk Of Courts,Massac,2025-07-16 00:00:00,68349
IL,Arrest,Will County,Will,2025-07-07 00:00:00,214057
IL,Arrest,New Hanover County,,2024-05-02 00:00:00,14
IL,Arrest,Coweta County,,2025-03-09 00:00:00,3
IL,Court,Boone County Clerk Of Courts,Boone,2025-07-16 00:00:00,147558
IN,Court,Indiana Administrative Office Of The Courts,Jefferson,2025-07-16 00:00:00,8196
IN,DOC,Indiana Department Of Corrections,Adams,2024-05-02 00:00:00,890
IN,DOC,Indiana Department Of Corrections,Franklin,2024-05-02 00:00:00,1224
IN,Arrest,Wayne County,Wayne,2025-07-07 00:00:00,13996
IN,DOC,Indiana Department Of Corrections,Tippecanoe,2024-05-02 00:00:00,4637
IN,Arrest,Vigo County,Vigo,2025-07-07 00:00:00,164396
IN,Court,Indiana Administrative Office Of The Courts,Owen,2024-05-02 00:00:00,4343
IN,Arrest,Marion County,Mairon,2024-05-02 00:00:00,1757
IN,Arrest,Vanderburgh County,Vanderburgh,2025-07-07 00:00:00,153758
IN,Warrant,In Noble County Warrants,Noble,2024-05-02 00:00:00,898
IN,Court,Indiana Administrative Office Of The Courts,Morgan,2024-05-02 00:00:00,18165
IN,Arrest,Fountain County,,2025-07-07 00:00:00,549
IN,Arrest,Marion County,Marion,2024-05-02 00:00:00,16976
IN,Court,Indiana Administrative Office Of The Courts,Steuben,2025-01-14 00:00:00,9490
IN,DOC,Indiana Department Of Corrections,Howard,2024-05-02 00:00:00,2870
IN,Arrest,Indiana Arrest,Jefferson County,2025-07-24 00:00:00,309
IN,Arrest,Brown County,Brown,2025-07-07 00:00:00,20172
IN,Court,Indiana Administrative Office Of The Courts,Wells,2025-07-16 00:00:00,3878
IN,Arrest,Indiana Arrest,Clinton County,2025-07-24 00:00:00,277
IN,Arrest,Elkhart County,,2025-07-07 00:00:00,10920
IN,Arrest,Wayne County,,2024-05-02 00:00:00,416
IN,Court,Indiana Administrative Office Of The Courts,Noble,2025-07-16 00:00:00,9747
IN,Arrest,Jackson County,Jackson,2025-07-07 00:00:00,21973
IN,Court,Indiana Administrative Office Of The Courts,Jackson,2025-07-16 00:00:00,72627
IN,Court,Indiana Administrative Office Of The Courts,Warrick,2025-07-16 00:00:00,8548
IN,Court,Indiana Administrative Office Of The Courts,Whitley,2025-07-16 00:00:00,10694
IN,DOC,Indiana Department Of Corrections,White,2024-05-02 00:00:00,943
IN,Arrest,Indiana Arrest,Madison County,2025-07-24 00:00:00,1214
IN,Arrest,Whitley County,,2024-05-02 00:00:00,1181
IN,DOC,Indiana Department Of Corrections,Elkhart,2024-05-02 00:00:00,8894
IN,DOC,Indiana Department Of Corrections,Perry,2024-05-02 00:00:00,836
IN,Arrest,Indiana Arrest,Adams County,2025-07-24 00:00:00,158
IN,Arrest,Indiana Arrest,Marshall County,2025-07-24 00:00:00,278
IN,Court,Indiana Administrative Office Of The Courts,Allen,2024-05-02 00:00:00,209302
IN,Court,Indiana Administrative Office Of The Courts,Johnson,2025-07-16 00:00:00,116308
IN,Arrest,Hendricks County,Hendricks,2025-07-07 00:00:00,62228
IN,Arrest,Arrest/Us/National/Arrests,Howard County,2025-08-04 00:00:00,67
IN,Arrest,Hamilton County,Hamilton,2024-05-02 00:00:00,7907
IN,Arrest,Steuben County,,2025-07-07 00:00:00,3654
IN,Arrest,Brown County,,2024-05-02 00:00:00,175
IN,Arrest,Newton County,,2025-07-07 00:00:00,1083
IN,Arrest,St. Joseph County,St. Joseph,2024-05-02 00:00:00,3232
IN,Court,Indiana Administrative Office Of The Courts,Wabash,2025-07-16 00:00:00,7947
IN,DOC,Indiana Department Of Corrections,Starke,2024-05-02 00:00:00,1447
IN,Warrant,In Delaware County Most Wanted,,2024-05-02 00:00:00,14
IN,Warrant,In Dept Of Corrections Most Wanted,,2024-05-02 00:00:00,1379
IN,Arrest,Indianapolis Jail,,2025-07-16 00:00:00,78906
IN,Arrest,Rush County,,2025-07-07 00:00:00,1641
IN,Court,Indiana Administrative Office Of The Courts,Clinton,2025-07-16 00:00:00,4043
IN,DOC,Indiana Department Of Corrections,Dubois,2024-05-02 00:00:00,628
IN,Court,Indiana Administrative Office Of The Courts,Bartholomew,2025-07-16 00:00:00,75604
IN,Warrant,In Lagrange County Most Wanted,,2024-05-02 00:00:00,733
IN,Court,Indiana Administrative Office Of The Courts,Greene,2025-01-14 00:00:00,3357
IN,Arrest,Washington County,Washington,2025-07-07 00:00:00,8108
IN,Court,Indiana Administrative Office Of The Courts,Tipton,2024-05-02 00:00:00,11214
IN,Warrant,In South Bend Area Most Wanted,,2024-05-02 00:00:00,1326
IN,SOR,Indiana Sex Offender Registry,,2024-05-02 00:00:00,30261
IN,Arrest,Clinton County,,2025-07-07 00:00:00,989
IN,Arrest,Arrest/Us/National/Arrests,Hancock County,2025-08-04 00:00:00,63
IN,Arrest,Orange County,,2025-07-07 00:00:00,765
IN,Court,Indiana Administrative Office Of The Courts,Lake,2025-07-16 00:00:00,44337
IN,Arrest,Indiana Arrest,Blackford County,2025-07-24 00:00:00,106
IN,Warrant,In Dekalb County Warrants,De Kalb,2024-05-02 00:00:00,1039
IN,Court,Indiana Administrative Office Of The Courts,Washington,2025-01-14 00:00:00,4108
IN,DOC,Indiana Department Of Corrections,St. Joseph,2024-05-02 00:00:00,7482
IN,DOC,Indiana Department Of Corrections,Vigo,2024-05-02 00:00:00,3737
IN,Warrant,In Delaware Warrants,,2024-05-02 00:00:00,11
IN,Court,Indiana Administrative Office Of The Courts,Lawrence,2025-07-16 00:00:00,44911
IN,Arrest,Anoka County,,2024-05-02 00:00:00,1
IN,Court,Indiana Administrative Office Of The Courts,Johnson,2024-05-02 00:00:00,16858
IN,Court,Indiana Administrative Office Of The Courts,Howard,2025-07-16 00:00:00,9841
IN,Court,Indiana Administrative Office Of The Courts,Vanderburgh,2025-07-16 00:00:00,243211
IN,Arrest,Starke County,,2024-05-02 00:00:00,300
IN,Court,Indiana Administrative Office Of The Courts,Knox,2025-07-16 00:00:00,65697
IN,Court,Indiana Administrative Office Of The Courts,Parke,2024-05-02 00:00:00,3674
IN,Arrest,Jasper County,,2025-07-07 00:00:00,1908
IN,Court,Allen Lima Municipal Court,Allen,2024-05-02 00:00:00,51870
IN,Court,Indiana Administrative Office Of The Courts,Howard,2024-05-02 00:00:00,6354
IN,DOC,Indiana Department Of Corrections,Miami,2024-05-02 00:00:00,1375
IN,DOC,Indiana Department Of Corrections,Whitley,2024-05-02 00:00:00,783
IN,Court,Indiana Administrative Office Of The Courts,Madison,2024-05-02 00:00:00,4671
IN,Court,Indiana Administrative Office Of The Courts,Marshall,2024-05-02 00:00:00,5315
IN,Warrant,In Bartholomew Most Wanted,,2024-05-02 00:00:00,9
IN,Arrest,Indiana Arrest,Vanderburgh County,2025-07-24 00:00:00,1812
IN,Arrest,Hamilton County,Hamilton,2025-07-07 00:00:00,62001
IN,Court,Indiana Administrative Office Of The Courts,Perry,2025-07-16 00:00:00,25623
IN,SOR,Indiana Sex Offender Registry,,2025-03-02 01:34:54,14074
IN,DOC,Indiana Department Of Corrections,Jefferson,2024-05-02 00:00:00,908
IN,Arrest,Chautauqua County,,2024-05-02 00:00:00,1
IN,Arrest,Indiana Arrest,Wells County,2025-07-24 00:00:00,160
IN,Arrest,Arrest/Us/National/Arrests,Starke County,2025-08-04 00:00:00,27
IN,Arrest,Indiana Arrest,Jackson County,2025-07-24 00:00:00,413
IN,Court,Indiana Administrative Office Of The Courts,Tippecanoe  ,2025-07-16 00:00:00,391
IN,Arrest,Tipton County,,2025-07-07 00:00:00,2099
IN,Court,Indiana Administrative Office Of The Courts,Gibson,2025-01-14 00:00:00,9372
IN,Arrest,Arrest/Us/National/Arrests,Sullivan County,2025-08-04 00:00:00,20
IN,Arrest,Dearborn County,,2024-05-02 00:00:00,822
IN,Arrest,Dubois County,Dubois,2025-07-07 00:00:00,61825
IN,Arrest,Arrest/Us/National/Arrests,Laporte County,2025-08-04 00:00:00,88
IN,Court,Indiana Administrative Office Of The Courts,Henry,2025-07-16 00:00:00,51020
IN,Warrant,In Lagrange County Warrants,Larange,2024-05-02 00:00:00,922
IN,Court,Indiana Administrative Office Of The Courts,Marion,2025-07-16 00:00:00,69760
IN,DOC,Indiana Department Of Corrections,Knox,2024-05-02 00:00:00,676
IN,Court,Indiana Administrative Office Of The Courts,Vigo,2024-05-02 00:00:00,12222
IN,DOC,Indiana Department Of Corrections,Delaware,2024-05-02 00:00:00,3134
IN,Arrest,Marshall County,,2025-07-07 00:00:00,868
IN,Arrest,La Porte County,Laporte,2025-07-07 00:00:00,10213
IN,Arrest,Porter County,,2024-05-02 00:00:00,727
IN,DOC,Indiana Department Of Corrections,Wabash,2024-05-02 00:00:00,1429
IN,Court,Indiana Administrative Office Of The Courts,Vanderburgh,2024-05-02 00:00:00,18538
IN,Arrest,Spencer County,,2025-07-07 00:00:00,1048
IN,Court,Indiana Administrative Office Of The Courts,St. Joseph,2025-01-14 00:00:00,222236
IN,DOC,Indiana Department Of Corrections,Lawrence,2024-05-02 00:00:00,1198
IN,Arrest,Indiana Arrest,Pike County,2025-07-24 00:00:00,145
IN,Arrest,Indiana Arrest,Whitley County,2025-07-24 00:00:00,355
IN,Arrest,Allen County,,2025-07-07 00:00:00,26144
IN,DOC,Indiana Department Of Corrections,Greene,2024-05-02 00:00:00,932
IN,Court,Indiana Administrative Office Of The Courts,Daviess,2025-07-16 00:00:00,6189
IN,Arrest,Adams County,,2025-07-07 00:00:00,1576
IN,Arrest,Indiana Arrest,Putnam County,2025-07-27 00:00:00,262
IN,Arrest,Randolph County,,2024-05-02 00:00:00,142
IN,Arrest,Sullivan County,,2025-07-07 00:00:00,3532
IN,Court,Indiana Administrative Office Of The Courts,Clinton,2024-05-02 00:00:00,2928
IN,Court,Indiana Administrative Office Of The Courts,Elkhart,2025-02-14 00:00:00,16811
IN,DOC,Indiana Department Of Corrections,,2025-08-02 00:00:00,241588
IN,Arrest,Indiana Arrest,Wayne County,2025-07-24 00:00:00,452
IN,Arrest,Arrest/Us/National/Arrests,Brown County,2025-08-04 00:00:00,7
IN,DOC,Indiana Department Of Corrections,Montgomery,2024-05-02 00:00:00,1742
IN,DOC,Indiana Department Of Corrections,Bartholomew,2024-05-02 00:00:00,2720
IN,Arrest,Arrest/Us/National/Arrests,Knox County,2025-08-04 00:00:00,40
IN,Arrest,Howard County,,2024-05-02 00:00:00,853
IN,Arrest,Indiana Arrest,Vigo County,2025-07-27 00:00:00,1306
IN,DOC,Indiana Department Of Corrections,Grant,2024-05-02 00:00:00,2447
IN,DOC,Indiana Department Of Corrections,Kosciusko,2024-05-02 00:00:00,2377
IN,Arrest,Arrest/Us/National/Arrests,Montgomery County,2025-08-04 00:00:00,41
IN,Warrant,In Tippecanoe County Most Wanted,Tippecanoe,2024-05-02 00:00:00,23574
IN,Court,Indiana Administrative Office Of The Courts,Warren,2024-05-02 00:00:00,20460
IN,Arrest,Indiana Arrest,Dubois County,2025-07-24 00:00:00,166
IN,Arrest,Hendricks County,,2024-05-02 00:00:00,867
IN,Warrant,In Bartholomew County Most Wanted 1,,2024-05-02 00:00:00,3
IN,Arrest,Arrest/Us/National/Arrests,Perry County,2025-08-04 00:00:00,10
IN,DOC,Indiana Department Of Corrections,Huntington,2024-05-02 00:00:00,2797
IN,Arrest,Oakland County,,2024-05-02 00:00:00,3
IN,Arrest,Dearborn County,Dearborn,2025-07-07 00:00:00,33370
IN,DOC,Indiana Department Of Corrections,Hancock,2024-05-02 00:00:00,1436
IN,DOC,Indiana Department Of Corrections,Wayne,2024-05-02 00:00:00,5131
IN,DOC,Indiana Department Of Corrections,Posey,2024-05-02 00:00:00,824
IN,Court,Laporte County Clerk Of Courts,Laporte,2024-05-02 00:00:00,3179
IN,Arrest,St Joseph County,St. Joseph,2025-07-07 00:00:00,23819
IN,Court,Indiana Administrative Office Of The Courts,,2025-07-16 00:00:00,1880518
IN,Arrest,Madison County,Madison,2025-07-07 00:00:00,140870
