standardized_state,state_name,record_type,source_name,coverage_scope,court_level,refresh_date,record_count
MO,Missouri,ARREST,Marion County,STATEWIDE,N/A,2024-05-02,44
MO,Missouri,ARREST,Morgan County,STATEWIDE,N/A,2024-05-02,540
MO,Missouri,ARREST,Cape Girardeau County,STATEWIDE,N/A,2024-05-02,470
MO,Missouri,ARREST,Bates County,STATEWIDE,N/A,2024-05-02,392
MO,Missouri,DOC,Missouri Department Of Corrections,Cedar,N/A,2024-05-02,1093
MO,Missouri,ARREST,Missouri Arrest,Phelps County,N/A,2025-07-24,676
MO,Missouri,ARREST,Missouri State Highway Patrol,Linn,N/A,2024-05-02,1309
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Cooper,COUNTY,2024-05-31,54511
MO,Missouri,DOC,Missouri Department Of Corrections,Jackson,N/A,2024-05-02,40834
MO,Missouri,ARREST,Missouri Arrest,Johnson County,N/A,2025-08-04,83
MO,Missouri,ARREST,Missouri State Highway Patrol,Osage,N/A,2024-05-02,1017
MO,Missouri,DOC,Missouri Department Of Corrections,New Madrid,N/A,2024-05-02,4037
MO,Missouri,ARREST,New Madrid County,STATEWIDE,N/A,2024-05-02,78
MO,Missouri,ARREST,Missouri Arrest,Dekalb County,N/A,2025-08-04,21
MO,Missouri,ARREST,Jefferson County,STATEWIDE,N/A,2025-07-07,2121
MO,Missouri,ARREST,Lawrence County,Lawrence,N/A,2025-07-07,21862
MO,Missouri,ARREST,St. Clair County,STATEWIDE,N/A,2024-05-02,17
MO,Missouri,ARREST,Missouri State Highway Patrol,Platte,N/A,2024-05-02,6404
MO,Missouri,ARREST,Bates County,Bates,N/A,2025-07-07,5336
MO,Missouri,ARREST,Missouri State Highway Patrol,Ripely,N/A,2024-05-02,1501
MO,Missouri,DOC,Missouri Department Of Corrections,Gasconade,N/A,2024-05-02,999
MO,Missouri,ARREST,Adair County,STATEWIDE,N/A,2024-05-02,48
MO,Missouri,ARREST,Callaway County,Callaway,N/A,2025-07-07,11066
MO,Missouri,ARREST,Missouri State Highway Patrol,Miller,N/A,2024-05-02,5114
MO,Missouri,DOC,Missouri Department Of Corrections,Pike,N/A,2024-05-02,1445
MO,Missouri,ARREST,Nodaway County,STATEWIDE,N/A,2024-05-02,638
MO,Missouri,ARREST,Mississippi County,STATEWIDE,N/A,2025-03-09,2534
MO,Missouri,ARREST,Hickory County,STATEWIDE,N/A,2024-05-02,8
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,St. Louis,COUNTY,2024-05-31,272672
MO,Missouri,WARRANT,Mo Camdenton City Warrant,STATEWIDE,N/A,2024-05-02,260
MO,Missouri,ARREST,Missouri State Highway Patrol,Butler,N/A,2024-05-02,6486
MO,Missouri,ARREST,Missouri Arrest,STATEWIDE,N/A,2025-05-15,8643
MO,Missouri,ARREST,Oregon County,STATEWIDE,N/A,2024-05-02,26
MO,Missouri,ARREST,Buchanan County,STATEWIDE,N/A,2024-05-02,575
MO,Missouri,ARREST,Perry County,Perry,N/A,2025-07-07,6300
MO,Missouri,ARREST,Missouri State Highway Patrol,Polk,N/A,2024-05-02,4048
MO,Missouri,WARRANT,Mo Ste Genevieve County Most Wanted,STATEWIDE,N/A,2024-05-02,10
MO,Missouri,ARREST,Missouri State Highway Patrol,Cole,N/A,2024-05-02,4506
MO,Missouri,ARREST,Henry County,STATEWIDE,N/A,2024-05-02,154
MO,Missouri,ARREST,Pulaski County,STATEWIDE,N/A,2024-05-02,324
MO,Missouri,ARREST,Missouri State Highway Patrol,Macon,N/A,2024-05-02,1188
MO,Missouri,ARREST,Missouri State Highway Patrol,Webster,N/A,2024-05-02,3298
MO,Missouri,DOC,Missouri Department Of Corrections,Henry,N/A,2024-05-02,1811
MO,Missouri,ARREST,Buchanan County,Buchanan,N/A,2025-07-07,23045
MO,Missouri,ARREST,Missouri State Highway Patrol,Jefferson,N/A,2024-05-02,13087
MO,Missouri,ARREST,Missouri State Highway Patrol,Texas,N/A,2024-05-02,2771
MO,Missouri,ARREST,Missouri State Highway Patrol,Bates,N/A,2024-05-02,2480
MO,Missouri,ARREST,Missouri State Highway Patrol,Madrid,N/A,2024-05-02,3281
MO,Missouri,DOC,Missouri Department Of Corrections,Pettis,N/A,2024-05-02,3499
MO,Missouri,ARREST,Wright County,STATEWIDE,N/A,2024-05-02,114
MO,Missouri,DOC,Missouri Department Of Corrections,Clark,N/A,2024-05-02,958
MO,Missouri,ARREST,Missouri Arrest,Dekalb County,N/A,2025-07-24,129
MO,Missouri,ARREST,Jackson County,Jackson,N/A,2025-01-14,33748
MO,Missouri,ARREST,Madison County,STATEWIDE,N/A,2024-05-02,19
MO,Missouri,DOC,Missouri Department Of Corrections,Lawrence,N/A,2024-05-02,3072
MO,Missouri,DOC,Missouri Department Of Corrections,Wright,N/A,2024-05-02,1315
MO,Missouri,ARREST,Missouri Arrest,Randolph County,N/A,2025-07-24,283
MO,Missouri,ARREST,Missouri State Highway Patrol,Saline,N/A,2024-05-02,2679
MO,Missouri,ARREST,Missouri State Highway Patrol,Johnson,N/A,2024-05-02,3279
MO,Missouri,DOC,Missouri Department Of Corrections,St. Charles,N/A,2024-05-02,15183
MO,Missouri,ARREST,Missouri Arrest,Cedar County,N/A,2025-08-04,15
MO,Missouri,ARREST,Missouri Arrest,Polk County,N/A,2025-08-04,13
MO,Missouri,DOC,Missouri Department Of Corrections,Bates,N/A,2024-05-02,1451
MO,Missouri,ARREST,Dallas County,STATEWIDE,N/A,2024-05-02,31
MO,Missouri,SOR,Sex Offender Registry S2,STATEWIDE,N/A,2024-05-02,20812
MO,Missouri,ARREST,Ste. Genevieve County,STATEWIDE,N/A,2024-05-02,50
MO,Missouri,ARREST,Missouri State Highway Patrol,Phelps,N/A,2024-05-02,5422
MO,Missouri,ARREST,Johnson County,Johnson,N/A,2025-07-07,106178
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Jasper,COUNTY,2024-05-31,47657
MO,Missouri,WARRANT,Mo St Francois Most Wanted,STATEWIDE,N/A,2024-05-02,97
MO,Missouri,ARREST,Missouri Arrest,Platte County,N/A,2025-07-24,531
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Jackson,COUNTY,2024-05-31,164759
MO,Missouri,WARRANT,Mo Marshall Most Wanted,STATEWIDE,N/A,2024-05-02,2
MO,Missouri,ARREST,Saline County,STATEWIDE,N/A,2024-05-02,294
MO,Missouri,WARRANT,Mo Kansas City Most Wanted,STATEWIDE,N/A,2024-05-02,4
MO,Missouri,DOC,Missouri Department Of Corrections,Franklin,N/A,2024-05-02,7601
MO,Missouri,ARREST,Missouri Arrest,Bates County,N/A,2025-07-24,79
MO,Missouri,DOC,Missouri Department Of Corrections,Chariton,N/A,2024-05-02,870
MO,Missouri,DOC,Missouri Department Of Corrections,St. Francois,N/A,2024-05-02,5659
MO,Missouri,ARREST,Missouri Arrest,Polk County,N/A,2025-07-24,109
MO,Missouri,ARREST,Missouri State Highway Patrol,Ray,N/A,2024-05-02,3229
MO,Missouri,ARREST,Andrew County,STATEWIDE,N/A,2025-07-07,4015
MO,Missouri,ARREST,Missouri State Highway Patrol,Randolph,N/A,2024-05-02,3743
MO,Missouri,WARRANT,Mo Boone County Warrant,STATEWIDE,N/A,2024-05-02,872
MO,Missouri,ARREST,Missouri Arrest,Camden County,N/A,2025-07-24,356
MO,Missouri,ARREST,St. Louis City County,STATEWIDE,N/A,2024-05-02,18
MO,Missouri,ARREST,Scott County,Scott,N/A,2025-07-07,24941
MO,Missouri,ARREST,Knox County,STATEWIDE,N/A,2024-05-02,4
MO,Missouri,ARREST,Missouri State Highway Patrol,Holt,N/A,2024-05-02,1441
MO,Missouri,ARREST,Missouri State Highway Patrol,Andrew,N/A,2024-05-02,2334
MO,Missouri,DOC,Missouri Department Of Corrections,Nodaway,N/A,2024-05-02,2856
MO,Missouri,ARREST,Bollinger County,Bollinger,N/A,2025-07-07,5828
MO,Missouri,ARREST,Missouri State Highway Patrol,Henry,N/A,2024-05-02,1996
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Cedar,COUNTY,2024-05-02,1399
MO,Missouri,DOC,Missouri Department Of Corrections,Howell,N/A,2024-05-02,2687
MO,Missouri,ARREST,Atchison County,STATEWIDE,N/A,2024-05-02,22
MO,Missouri,ARREST,Missouri State Highway Patrol,Lewis,N/A,2024-05-02,1589
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Christian,COUNTY,2024-05-31,46667
MO,Missouri,ARREST,Callaway County,STATEWIDE,N/A,2024-05-02,551
MO,Missouri,DOC,Missouri Department Of Corrections,Adair,N/A,2024-05-02,1554
MO,Missouri,DOC,Missouri Department Of Corrections,Pulaski,N/A,2024-05-02,2145
MO,Missouri,ARREST,Douglas County,STATEWIDE,N/A,2024-05-02,655
MO,Missouri,DOC,Missouri Department Of Corrections,Taney,N/A,2024-05-02,3666
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Jefferson,COUNTY,2024-05-31,56685
MO,Missouri,ARREST,Missouri State Highway Patrol,Douglas,N/A,2024-05-02,1722
MO,Missouri,ARREST,Saline County,Saline,N/A,2025-07-07,498
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Buchanan,COUNTY,2024-05-31,64474
MO,Missouri,ARREST,Missouri Arrest,Lincoln County,N/A,2025-07-24,262
MO,Missouri,ARREST,Missouri State Highway Patrol,Carter,N/A,2024-05-02,2652
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Cole,COUNTY,2024-05-31,55434
MO,Missouri,ARREST,Missouri Arrest,Greene County,N/A,2025-07-24,2861
MO,Missouri,ARREST,Ray County,STATEWIDE,N/A,2024-05-02,101
MO,Missouri,ARREST,Uncategorized,STATEWIDE,N/A,2024-05-02,34276
MO,Missouri,ARREST,Pettis County,STATEWIDE,N/A,2025-07-07,5520
MO,Missouri,ARREST,Missouri State Highway Patrol,Warren,N/A,2024-05-02,2657
MO,Missouri,ARREST,Cooper County,Cooper,N/A,2025-07-07,12910
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Scott,COUNTY,2024-05-02,1424
MO,Missouri,DOC,Missouri Department Of Corrections,Harrison,N/A,2024-05-02,717
MO,Missouri,DOC,Missouri Department Of Corrections,Stoddard,N/A,2024-05-02,2863
MO,Missouri,ARREST,Missouri Arrest,Howard County,N/A,2025-07-24,55
MO,Missouri,ARREST,Missouri Arrest,Jefferson County,N/A,2025-07-24,706
MO,Missouri,ARREST,Boone County,Boone,N/A,2025-01-14,35792
MO,Missouri,ARREST,Dent County,STATEWIDE,N/A,2024-05-02,32
MO,Missouri,ARREST,Missouri Arrest,Miller County,N/A,2025-07-24,221
MO,Missouri,ARREST,Missouri State Highway Patrol,Clark,N/A,2024-05-02,2465
MO,Missouri,ARREST,Missouri Arrest,Lawrence County,N/A,2025-08-04,28
MO,Missouri,ARREST,Missouri State Highway Patrol,Morgan,N/A,2024-05-02,1642
MO,Missouri,ARREST,Missouri State Highway Patrol,Mcdonald,N/A,2024-05-02,2962
MO,Missouri,ARREST,Chariton County,STATEWIDE,N/A,2024-05-02,5
MO,Missouri,ARREST,St. Charles County,STATEWIDE,N/A,2024-05-02,251
MO,Missouri,ARREST,Harrison County,STATEWIDE,N/A,2025-07-07,502
MO,Missouri,ARREST,Cape Girardeau County,Cape Girardeau,N/A,2025-07-07,18227
MO,Missouri,WARRANT,Mo Camdenton City Most Wanted,STATEWIDE,N/A,2024-05-02,373
MO,Missouri,DOC,Missouri Department Of Corrections,Dent,N/A,2024-05-02,1208
MO,Missouri,ARREST,Missouri Arrest,Grundy County,N/A,2025-07-24,43
MO,Missouri,ARREST,Missouri State Highway Patrol,Dunklin,N/A,2024-05-02,2078
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Louis,COUNTY,2024-05-31,171642
MO,Missouri,ARREST,Livingston County,Livingston,N/A,2025-07-07,8070
MO,Missouri,ARREST,Barton County,STATEWIDE,N/A,2024-05-02,14
MO,Missouri,ARREST,Missouri Arrest,Bollinger County,N/A,2025-08-04,3
MO,Missouri,ARREST,Morgan County,Morgan,N/A,2025-07-07,10077
MO,Missouri,ARREST,Christian County,STATEWIDE,N/A,2024-05-02,672
MO,Missouri,ARREST,St Francois County,St. Francois,N/A,2024-05-02,8936
MO,Missouri,ARREST,Missouri State Highway Patrol,Wayne,N/A,2024-05-02,3291
MO,Missouri,DOC,Missouri Department Of Corrections,Perry,N/A,2024-05-02,1571
MO,Missouri,DOC,Missouri Department Of Corrections,Vernon,N/A,2024-05-02,1822
MO,Missouri,ARREST,Missouri State Highway Patrol,Cooper,N/A,2024-05-02,4975
MO,Missouri,ARREST,Missouri State Highway Patrol,Jackson,N/A,2024-05-02,10603
MO,Missouri,ARREST,Pike County,STATEWIDE,N/A,2024-05-02,1
MO,Missouri,ARREST,Missouri State Highway Patrol,Cape Girardeau,N/A,2024-05-02,4055
MO,Missouri,ARREST,Lincoln County,STATEWIDE,N/A,2025-07-07,6008
MO,Missouri,ARREST,Missouri State Highway Patrol,Benton,N/A,2024-05-02,1868
MO,Missouri,ARREST,Missouri State Highway Patrol,Pemiscot,N/A,2024-05-02,1844
MO,Missouri,ARREST,Missouri State Highway Patrol,Laclede,N/A,2024-05-02,4355
MO,Missouri,ARREST,Missouri Arrest,Mcdonald County,N/A,2025-08-04,29
MO,Missouri,ARREST,Webster County,STATEWIDE,N/A,2024-05-02,67
MO,Missouri,ARREST,Ozark County,STATEWIDE,N/A,2024-05-02,34
MO,Missouri,ARREST,Pemiscot County,STATEWIDE,N/A,2024-05-02,41
MO,Missouri,ARREST,Livingston County,STATEWIDE,N/A,2024-05-02,195
MO,Missouri,ARREST,Missouri State Highway Patrol,Callaway,N/A,2024-05-02,6825
MO,Missouri,DOC,Missouri Department Of Corrections,Ripely,N/A,2024-05-02,974
MO,Missouri,ARREST,Missouri State Highway Patrol,Moniteau,N/A,2024-05-02,1026
MO,Missouri,ARREST,Missouri State Highway Patrol,Shannon,N/A,2024-05-02,2910
MO,Missouri,ARREST,Missouri State Highway Patrol,De Kalb,N/A,2024-05-02,1456
MO,Missouri,DOC,Missouri Department Of Corrections,Scott,N/A,2024-05-02,6117
MO,Missouri,ARREST,Missouri State Highway Patrol,Lincoln,N/A,2024-05-02,3758
MO,Missouri,ARREST,Reynolds County,STATEWIDE,N/A,2024-05-02,67
MO,Missouri,ARREST,Missouri Arrest,Caldwell County,N/A,2025-07-24,41
MO,Missouri,ARREST,Missouri Arrest,Perry County,N/A,2025-08-04,8
MO,Missouri,DOC,Missouri Department Of Corrections,Shelby,N/A,2024-05-02,1015
MO,Missouri,ARREST,Missouri State Highway Patrol,Montgomery,N/A,2024-05-02,3094
MO,Missouri,ARREST,Missouri State Highway Patrol,Reynolds,N/A,2024-05-02,1245
MO,Missouri,ARREST,Missouri Arrest,Scott County,N/A,2025-08-04,38
MO,Missouri,DOC,Missouri Department Of Corrections,Lincoln,N/A,2024-05-02,3570
MO,Missouri,ARREST,Maries County,STATEWIDE,N/A,2024-05-02,2
MO,Missouri,ARREST,Missouri Arrest,Mcdonald County,N/A,2025-07-24,111
MO,Missouri,ARREST,Missouri Arrest,Henry County,N/A,2025-07-24,230
MO,Missouri,ARREST,Platte County,Platte,N/A,2025-07-07,47101
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Henry,COUNTY,2024-05-02,1071
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Taney,COUNTY,2024-05-31,6358
MO,Missouri,ARREST,Carter County,STATEWIDE,N/A,2024-05-02,52
MO,Missouri,ARREST,Saline County,Saline,N/A,2025-02-04,5098
MO,Missouri,ARREST,Shelby County,STATEWIDE,N/A,2024-05-02,5
MO,Missouri,ARREST,Missouri State Highway Patrol,Camden,N/A,2024-05-02,6134
MO,Missouri,ARREST,Missouri State Highway Patrol,Audrain,N/A,2024-05-02,2292
MO,Missouri,ARREST,Warren County,Warren,N/A,2024-05-02,22517
MO,Missouri,ARREST,Missouri State Highway Patrol,Greene,N/A,2024-05-02,9963
MO,Missouri,DOC,Missouri Department Of Corrections,Mississippi,N/A,2024-05-02,2927
MO,Missouri,ARREST,Daviess County,STATEWIDE,N/A,2025-07-07,2833
MO,Missouri,ARREST,Laclede County,Laclede,N/A,2024-05-02,10247
MO,Missouri,ARREST,Missouri State Highway Patrol,Buchanan,N/A,2024-05-02,4434
MO,Missouri,ARREST,Cass County,Cass,N/A,2024-05-02,14001
MO,Missouri,DOC,Missouri Department Of Corrections,Morgan,N/A,2024-05-02,1677
MO,Missouri,ARREST,Boone County,Boone,N/A,2025-03-09,245
MO,Missouri,DOC,Missouri Department Of Corrections,Crawford,N/A,2024-05-02,2343
MO,Missouri,DOC,Missouri Department Of Corrections,Barton,N/A,2024-05-02,1229
MO,Missouri,ARREST,Missouri Arrest,Cape Girardeau County,N/A,2025-07-24,387
MO,Missouri,ARREST,Howard County,STATEWIDE,N/A,2024-05-02,123
MO,Missouri,ARREST,Missouri Arrest,Clark County,N/A,2025-07-24,30
MO,Missouri,ARREST,Missouri Arrest,Callaway County,N/A,2025-08-04,49
MO,Missouri,ARREST,Missouri Arrest,Morgan County,N/A,2025-08-04,25
MO,Missouri,ARREST,Missouri Arrest,Boone County,N/A,2025-08-04,9
MO,Missouri,ARREST,Miller County,STATEWIDE,N/A,2025-07-07,3565
MO,Missouri,ARREST,Missouri State Highway Patrol,Gasconade,N/A,2024-05-02,1646
MO,Missouri,ARREST,Missouri State Highway Patrol,Pettis,N/A,2024-05-02,2417
MO,Missouri,ARREST,Missouri State Highway Patrol,Ste. Genevieve,N/A,2024-05-02,2859
MO,Missouri,ARREST,Missouri State Highway Patrol,Wright,N/A,2024-05-02,2112
MO,Missouri,DOC,Missouri Department Of Corrections,Buchanan,N/A,2024-05-02,8799
MO,Missouri,ARREST,Cass County,STATEWIDE,N/A,2024-05-02,562
MO,Missouri,ARREST,Mercer County,STATEWIDE,N/A,2024-05-02,2
MO,Missouri,ARREST,Washington County,STATEWIDE,N/A,2024-05-02,10
MO,Missouri,ARREST,Missouri State Highway Patrol,Newton,N/A,2024-05-02,4385
MO,Missouri,DOC,Missouri Department Of Corrections,Bollinger,N/A,2024-05-02,1029
MO,Missouri,ARREST,Missouri State Highway Patrol,Washington,N/A,2024-05-02,1688
MO,Missouri,DOC,Missouri Department Of Corrections,Daviess,N/A,2024-05-02,921
MO,Missouri,DOC,Missouri Department Of Corrections,Marion,N/A,2024-05-02,3728
MO,Missouri,ARREST,Holt County,STATEWIDE,N/A,2024-05-02,24
MO,Missouri,DOC,Missouri Department Of Corrections,Miller,N/A,2024-05-02,2989
MO,Missouri,DOC,Missouri Department Of Corrections,Carroll,N/A,2024-05-02,973
MO,Missouri,DOC,Missouri Department Of Corrections,Polk,N/A,2024-05-02,1716
MO,Missouri,ARREST,Missouri State Highway Patrol,Ozark,N/A,2024-05-02,1761
MO,Missouri,ARREST,Taney County,STATEWIDE,N/A,2024-05-02,4133
MO,Missouri,DOC,Missouri Department Of Corrections,Macon,N/A,2024-05-02,2290
MO,Missouri,DOC,Missouri Department Of Corrections,Saline,N/A,2024-05-02,2603
MO,Missouri,DOC,Missouri Department Of Corrections,Texas,N/A,2024-05-02,1435
MO,Missouri,ARREST,Camden County,Camden,N/A,2025-07-07,8178
MO,Missouri,DOC,Missouri Department Of Corrections,Benton,N/A,2024-05-02,1341
MO,Missouri,SOR,Missouri Sex Offender Registry,STATEWIDE,N/A,2024-05-02,81987
MO,Missouri,ARREST,Mcdonald County,Mcdonald,N/A,2025-07-07,21008
MO,Missouri,ARREST,Missouri State Highway Patrol,St. Charles,N/A,2024-05-02,18955
MO,Missouri,ARREST,Stone County,Stone,N/A,2025-07-07,17642
MO,Missouri,ARREST,Missouri State Highway Patrol,Sullivan,N/A,2024-05-02,1089
MO,Missouri,ARREST,Cedar County,Cedar,N/A,2025-07-07,8860
MO,Missouri,ARREST,Missouri State Highway Patrol,Lawrence,N/A,2024-05-02,3085
MO,Missouri,SOR,Missouri Sex Offender Registry,STATEWIDE,N/A,2025-04-05,21157
MO,Missouri,ARREST,Missouri Arrest,Saline County,N/A,2025-07-24,178
MO,Missouri,DOC,Missouri Department Of Corrections,St. Louis,N/A,2024-05-02,45240
MO,Missouri,ARREST,Franklin County,STATEWIDE,N/A,2024-05-02,187
MO,Missouri,ARREST,Missouri State Highway Patrol,Cass,N/A,2024-05-02,2963
MO,Missouri,ARREST,Missouri Arrest,Lewis County,N/A,2025-07-24,40
MO,Missouri,ARREST,Missouri Arrest,Bollinger County,N/A,2025-07-24,41
MO,Missouri,ARREST,Bollinger County,STATEWIDE,N/A,2024-05-02,119
MO,Missouri,ARREST,Missouri Arrest,Perry County,N/A,2025-07-24,52
MO,Missouri,ARREST,Missouri Arrest,Crawford County,N/A,2025-08-04,53
MO,Missouri,ARREST,Barry County,STATEWIDE,N/A,2024-05-02,577
MO,Missouri,ARREST,Gentry County,STATEWIDE,N/A,2024-05-02,12
MO,Missouri,ARREST,Scotland County,STATEWIDE,N/A,2024-05-02,5
MO,Missouri,ARREST,Texas County,STATEWIDE,N/A,2024-05-02,45
MO,Missouri,ARREST,Missouri State Highway Patrol,Boone,N/A,2024-05-02,6706
MO,Missouri,ARREST,Randolph County,Randolph,N/A,2025-07-07,6457
MO,Missouri,ARREST,Missouri Arrest,Buchanan County,N/A,2025-08-04,71
MO,Missouri,WARRANT,Mo Jefferson Most Wanted,STATEWIDE,N/A,2024-05-02,79
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Douglas,COUNTY,2024-05-02,1346
MO,Missouri,ARREST,Laclede County,STATEWIDE,N/A,2024-05-02,1
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,St. Charles,COUNTY,2024-05-31,122370
MO,Missouri,DOC,Missouri Department Of Corrections,Laclede,N/A,2024-05-02,3603
MO,Missouri,DOC,Missouri Department Of Corrections,Monroe,N/A,2024-05-02,917
MO,Missouri,ARREST,Missouri State Highway Patrol,Atchison,N/A,2024-05-02,1049
MO,Missouri,ARREST,Missouri State Highway Patrol,St. Francois,N/A,2024-05-02,5803
MO,Missouri,DOC,Missouri Department Of Corrections,Stone,N/A,2024-05-02,2246
MO,Missouri,WARRANT,Mo Saline Most Wanted,STATEWIDE,N/A,2024-05-02,5
MO,Missouri,ARREST,Grundy County,STATEWIDE,N/A,2025-07-07,537
MO,Missouri,ARREST,Osage County,STATEWIDE,N/A,2024-05-02,24
MO,Missouri,DOC,Missouri Department Of Corrections,Christian,N/A,2024-05-02,2936
MO,Missouri,ARREST,Monroe County,STATEWIDE,N/A,2024-05-02,15
MO,Missouri,ARREST,Missouri State Highway Patrol,STATEWIDE,N/A,2025-07-16,263057
MO,Missouri,COURT,Missouri Administrative Office Of The Courts,Perry,COUNTY,2024-05-31,64502
MO,Missouri,DOC,Missouri Department Of Corrections,Lewis,N/A,2024-05-02,762
MO,Missouri,ARREST,Scott County,STATEWIDE,N/A,2024-05-02,733
MO,Missouri,ARREST,Caldwell County,STATEWIDE,N/A,2025-07-07,43
MO,Missouri,DOC,Missouri Department Of Corrections,Linn,N/A,2024-05-02,1012
MO,Missouri,WARRANT,Mo Eastern District Most Wanted,STATEWIDE,N/A,2024-05-02,20
MO,Missouri,ARREST,Missouri Arrest,Pettis County,N/A,2025-07-24,448
MO,Missouri,ARREST,Missouri Arrest,Stone County,N/A,2025-07-24,318
MO,Missouri,ARREST,Missouri Arrest,Greene County,N/A,2025-08-04,387
MO,Missouri,ARREST,Randolph County,STATEWIDE,N/A,2024-05-02,303
MO,Missouri,ARREST,St. Louis County,STATEWIDE,N/A,2024-05-02,321
MO,Missouri,ARREST,Missouri State Highway Patrol,Taney,N/A,2024-05-02,5479
MO,Missouri,ARREST,Missouri Arrest,Saline County,N/A,2025-08-04,12
MO,Missouri,ARREST,Missouri Arrest,Cass County,N/A,2025-07-24,85
MO,Missouri,ARREST,Perry County,STATEWIDE,N/A,2024-05-02,193
MO,Missouri,ARREST,Missouri State Highway Patrol,Harrison,N/A,2024-05-02,2519
MO,Missouri,ARREST,Benton County,STATEWIDE,N/A,2025-03-09,2941
MO,Missouri,ARREST,Missouri State Highway Patrol,Howell,N/A,2024-05-02,4867
MO,Missouri,ARREST,Phelps County,STATEWIDE,N/A,2025-07-07,4082
MO,Missouri,DOC,Missouri Department Of Corrections,Farmington,N/A,2024-05-02,1977
MO,Missouri,DOC,Missouri Department Of Corrections,Webster,N/A,2024-05-02,2228
MO,Missouri,ARREST,Missouri Arrest,Christian County,N/A,2025-07-24,470
MO,Missouri,ARREST,Missouri Arrest,Harrison County,N/A,2025-07-24,38
MO,Missouri,ARREST,Gasconade County,Gasconade,N/A,2024-05-02,21509
MO,Missouri,ARREST,Missouri State Highway Patrol,Layfayette,N/A,2024-05-02,4370
MO,Missouri,ARREST,Missouri Arrest,Lincoln County,N/A,2025-08-04,51
MO,Missouri,ARREST,Missouri State Highway Patrol,Barry,N/A,2024-05-02,3678
MO,Missouri,DOC,Missouri Department Of Corrections,St. Louis City,N/A,2024-05-02,43773
MO,Missouri,DOC,Missouri Department Of Corrections,Jasper,N/A,2024-05-02,10849
MO,Missouri,ARREST,Lafayette County,STATEWIDE,N/A,2024-05-02,58
MO,Missouri,DOC,Missouri Department Of Corrections,Butler,N/A,2024-05-02,3543
MO,Missouri,ARREST,Stoddard County,STATEWIDE,N/A,2024-05-02,77
MO,Missouri,ARREST,Macon County,Macon,N/A,2024-05-02,3183
MO,Missouri,ARREST,Missouri State Highway Patrol,Jasper,N/A,2024-05-02,4268
MO,Missouri,ARREST,Missouri State Highway Patrol,Stoddard,N/A,2024-05-02,3072
MO,Missouri,ARREST,De Kalb County,STATEWIDE,N/A,2025-07-07,2683
